Date,Conference,Game_Notes,Home_Team,Home_Team_Link,Home_Score,Away_Team,Away_Team_Link,Away_Score,OT,Box_Link,Metrics_Link,Day
2013-11-02,WCHA,,Minnesota State,/reports/team/Minnesota-State/35,4,Bemidji State,/reports/team/Bemidji-State/7,3,,/box/final/20131102/mns/bmj/,/box/metrics.php?gd=3087,Saturday
2013-11-02,WCHA,,Ferris State,/reports/team/Ferris-State/21,3,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,2,,/box/final/20131102/fsu/alh/,/box/metrics.php?gd=3085,Saturday
2013-11-02,WCHA,,Northern Michigan,/reports/team/Northern-Michigan/42,2,Alaska,/reports/team/Alaska/4,1,,/box/final/20131102/nmu/akf/,/box/metrics.php?gd=3086,Saturday
2013-11-02,NCHC,,Colorado College,/reports/team/Colorado-College/16,1,Western Michigan,/reports/team/Western-Michigan/57,5,,/box/final/20131102/cc_/wmu/,/box/metrics.php?gd=3084,Saturday
2013-11-02,NCHC,,St. Cloud State,/reports/team/St-Cloud-State/52,3,North Dakota,/reports/team/North-Dakota/40,1,,/box/final/20131102/stc/ndk/,/box/metrics.php?gd=3083,Saturday
2013-11-02,NCHC,,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,3,Denver,/reports/team/Denver/20,2,ot,/box/final/20131102/uno/den/,/box/metrics.php?gd=3082,Saturday
2013-11-03,Non-Conference,,American Int'l,/reports/team/American-Intl/5,0,Michigan State,/reports/team/Michigan-State/32,4,,/box/final/20131103/aic/msu/,/box/metrics.php?gd=3089,Sunday
2013-11-08,ECAC,,St. Lawrence,/reports/team/St-Lawrence/53,3,Harvard,/reports/team/Harvard/22,1,,/box/final/20131108/stl/har/,/box/metrics.php?gd=3095,Friday
2013-11-08,ECAC,,Clarkson,/reports/team/Clarkson/14,3,Dartmouth,/reports/team/Dartmouth/19,2,,/box/final/20131108/clk/dar/,/box/metrics.php?gd=3094,Friday
2013-11-08,ECAC,,Colgate,/reports/team/Colgate/15,5,Union,/reports/team/Union/54,3,,/box/final/20131108/clg/uni/,/box/metrics.php?gd=3099,Friday
2013-11-08,ECAC,,Cornell,/reports/team/Cornell/18,3,Rensselaer,/reports/team/Rensselaer/48,3,ot,/box/final/20131108/cor/ren/,/box/metrics.php?gd=3098,Friday
2013-11-08,ECAC,,Brown,/reports/team/Brown/12,0,Quinnipiac,/reports/team/Quinnipiac/47,3,,/box/final/20131108/brn/qui/,/box/metrics.php?gd=3097,Friday
2013-11-08,ECAC,,Yale,/reports/team/Yale/59,5,Princeton,/reports/team/Princeton/45,2,,/box/final/20131108/yal/prn/,/box/metrics.php?gd=3096,Friday
2013-11-08,Hockey East,,Massachusetts,/reports/team/Massachusetts/27,1,New Hampshire,/reports/team/New-Hampshire/38,4,,/box/final/20131108/uma/unh/,/box/metrics.php?gd=3103,Friday
2013-11-08,Hockey East,,Providence,/reports/team/Providence/46,1,Merrimack,/reports/team/Merrimack/29,0,,/box/final/20131108/prv/mer/,/box/metrics.php?gd=3102,Friday
2013-11-08,Hockey East,,Vermont,/reports/team/Vermont/55,0,Maine,/reports/team/Maine/25,2,,/box/final/20131108/ver/mne/,/box/metrics.php?gd=3101,Friday
2013-11-08,Hockey East,,Boston College,/reports/team/Boston-College/9,5,Boston University,/reports/team/Boston-University/10,1,,/box/final/20131108/bc_/bu_/,/box/metrics.php?gd=3100,Friday
2013-11-08,Atlantic Hockey,,Canisius,/reports/team/Canisius/13,1,Robert Morris,/reports/team/Robert-Morris/50,6,,/box/final/20131108/cns/rmu/,/box/metrics.php?gd=3093,Friday
2013-11-08,Atlantic Hockey,,American Int'l,/reports/team/American-Intl/5,8,Bentley,/reports/team/Bentley/8,7,,/box/final/20131108/aic/ben/,/box/metrics.php?gd=3091,Friday
2013-11-08,Atlantic Hockey,,Holy Cross,/reports/team/Holy-Cross/23,4,Army,/reports/team/Army/6,1,,/box/final/20131108/hcr/arm/,/box/metrics.php?gd=3090,Friday
2013-11-08,Atlantic Hockey,,RIT,/reports/team/RIT/49,2,Mercyhurst,/reports/team/Mercyhurst/28,3,,/box/final/20131108/rit/mrc/,/box/metrics.php?gd=3092,Friday
2013-11-08,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,1,Penn State,/reports/team/Penn-State/60,2,,/box/final/20131108/sac/psu/,/box/metrics.php?gd=3107,Friday
2013-11-08,Non-Conference,,Niagara,/reports/team/Niagara/39,1,Ohio State,/reports/team/Ohio-State/44,4,,/box/final/20131108/nia/osu/,/box/metrics.php?gd=3106,Friday
2013-11-08,Non-Conference,,Michigan State,/reports/team/Michigan-State/32,0,Michigan Tech,/reports/team/Michigan-Tech/33,3,,/box/final/20131108/msu/mtu/,/box/metrics.php?gd=3104,Friday
2013-11-08,Non-Conference,,Minnesota,/reports/team/Minnesota/34,1,Notre Dame,/reports/team/Notre-Dame/43,4,,/box/final/20131108/min/ndm/,/box/metrics.php?gd=3105,Friday
2013-11-08,WCHA,,Bemidji State,/reports/team/Bemidji-State/7,4,Ferris State,/reports/team/Ferris-State/21,5,ot,/box/final/20131108/bmj/fsu/,/box/metrics.php?gd=3111,Friday
2013-11-08,WCHA,,Alaska,/reports/team/Alaska/4,1,Lake Superior,/reports/team/Lake-Superior/24,4,,/box/final/20131108/akf/lss/,/box/metrics.php?gd=3112,Friday
2013-11-08,WCHA,,Bowling Green,/reports/team/Bowling-Green/11,4,Minnesota State,/reports/team/Minnesota-State/35,3,,/box/final/20131108/bgs/mns/,/box/metrics.php?gd=3113,Friday
2013-11-08,WCHA,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,1,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,3,,/box/final/20131108/alh/aka/,/box/metrics.php?gd=3110,Friday
2013-11-08,NCHC,,Miami,/reports/team/Miami/30,2,St. Cloud State,/reports/team/St-Cloud-State/52,0,,/box/final/20131108/mia/stc/,/box/metrics.php?gd=3109,Friday
2013-11-08,NCHC,,Denver,/reports/team/Denver/20,1,Colorado College,/reports/team/Colorado-College/16,1,ot,/box/final/20131108/den/cc_/,/box/metrics.php?gd=3108,Friday
2013-11-09,ECAC,,Brown,/reports/team/Brown/12,6,Princeton,/reports/team/Princeton/45,3,,/box/final/20131109/brn/prn/,/box/metrics.php?gd=3118,Saturday
2013-11-09,ECAC,,St. Lawrence,/reports/team/St-Lawrence/53,8,Dartmouth,/reports/team/Dartmouth/19,5,,/box/final/20131109/stl/dar/,/box/metrics.php?gd=3116,Saturday
2013-11-09,ECAC,,Cornell,/reports/team/Cornell/18,0,Union,/reports/team/Union/54,3,,/box/final/20131109/cor/uni/,/box/metrics.php?gd=3121,Saturday
2013-11-09,ECAC,,Colgate,/reports/team/Colgate/15,2,Rensselaer,/reports/team/Rensselaer/48,6,,/box/final/20131109/clg/ren/,/box/metrics.php?gd=3120,Saturday
2013-11-09,ECAC,,Yale,/reports/team/Yale/59,3,Quinnipiac,/reports/team/Quinnipiac/47,3,ot,/box/final/20131109/yal/qui/,/box/metrics.php?gd=3119,Saturday
2013-11-09,ECAC,,Clarkson,/reports/team/Clarkson/14,2,Harvard,/reports/team/Harvard/22,1,,/box/final/20131109/clk/har/,/box/metrics.php?gd=3117,Saturday
2013-11-09,Hockey East,,Merrimack,/reports/team/Merrimack/29,2,Providence,/reports/team/Providence/46,4,,/box/final/20131109/mer/prv/,/box/metrics.php?gd=3125,Saturday
2013-11-09,Hockey East,,New Hampshire,/reports/team/New-Hampshire/38,9,Massachusetts,/reports/team/Massachusetts/27,0,,/box/final/20131109/unh/uma/,/box/metrics.php?gd=3124,Saturday
2013-11-09,Hockey East,,Northeastern,/reports/team/Northeastern/41,4,Mass.-Lowell,/reports/team/Mass-Lowell/26,2,,/box/final/20131109/noe/uml/,/box/metrics.php?gd=3123,Saturday
2013-11-09,Hockey East,,Vermont,/reports/team/Vermont/55,4,Maine,/reports/team/Maine/25,3,,/box/final/20131109/ver/mne/,/box/metrics.php?gd=3122,Saturday
2013-11-09,Atlantic Hockey,,Mercyhurst,/reports/team/Mercyhurst/28,3,Canisius,/reports/team/Canisius/13,4,,/box/final/20131109/mrc/cns/,/box/metrics.php?gd=3114,Saturday
2013-11-09,Atlantic Hockey,,RIT,/reports/team/RIT/49,4,Robert Morris,/reports/team/Robert-Morris/50,2,,/box/final/20131109/rit/rmu/,/box/metrics.php?gd=3115,Saturday
2013-11-09,Non-Conference,,Minnesota,/reports/team/Minnesota/34,5,Notre Dame,/reports/team/Notre-Dame/43,4,,/box/final/20131109/min/ndm/,/box/metrics.php?gd=3127,Saturday
2013-11-09,Non-Conference,,Michigan State,/reports/team/Michigan-State/32,2,Michigan Tech,/reports/team/Michigan-Tech/33,3,ot,/box/final/20131109/msu/mtu/,/box/metrics.php?gd=3126,Saturday
2013-11-09,Non-Conference,,Northern Michigan,/reports/team/Northern-Michigan/42,5,Western Michigan,/reports/team/Western-Michigan/57,4,,/box/final/20131109/nmu/wmu/,/box/metrics.php?gd=3129,Saturday
2013-11-09,Non-Conference,,Niagara,/reports/team/Niagara/39,1,Ohio State,/reports/team/Ohio-State/44,6,,/box/final/20131109/nia/osu/,/box/metrics.php?gd=3128,Saturday
2013-11-09,WCHA,,Alaska,/reports/team/Alaska/4,3,Lake Superior,/reports/team/Lake-Superior/24,2,ot,/box/final/20131109/akf/lss/,/box/metrics.php?gd=3135,Saturday
2013-11-09,WCHA,,Bemidji State,/reports/team/Bemidji-State/7,3,Ferris State,/reports/team/Ferris-State/21,5,,/box/final/20131109/bmj/fsu/,/box/metrics.php?gd=3134,Saturday
2013-11-09,WCHA,,Bowling Green,/reports/team/Bowling-Green/11,0,Minnesota State,/reports/team/Minnesota-State/35,1,ot,/box/final/20131109/bgs/mns/,/box/metrics.php?gd=3136,Saturday
2013-11-09,WCHA,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,1,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,6,,/box/final/20131109/alh/aka/,/box/metrics.php?gd=3133,Saturday
2013-11-09,NCHC,,Miami,/reports/team/Miami/30,1,St. Cloud State,/reports/team/St-Cloud-State/52,2,,/box/final/20131109/mia/stc/,/box/metrics.php?gd=3132,Saturday
2013-11-09,NCHC,,North Dakota,/reports/team/North-Dakota/40,2,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,4,,/box/final/20131109/ndk/uno/,/box/metrics.php?gd=3131,Saturday
2013-11-09,NCHC,,Colorado College,/reports/team/Colorado-College/16,1,Denver,/reports/team/Denver/20,2,,/box/final/20131109/cc_/den/,/box/metrics.php?gd=3130,Saturday
2013-11-10,Non-Conference,,Army,/reports/team/Army/6,0,Boston College,/reports/team/Boston-College/9,11,,/box/final/20131110/arm/bc_/,/box/metrics.php?gd=3137,Sunday
2013-11-10,Non-Conference,,Northern Michigan,/reports/team/Northern-Michigan/42,2,Western Michigan,/reports/team/Western-Michigan/57,2,ot,/box/final/20131110/nmu/wmu/,/box/metrics.php?gd=3138,Sunday
2013-11-10,NCHC,,North Dakota,/reports/team/North-Dakota/40,3,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,2,,/box/final/20131110/ndk/uno/,/box/metrics.php?gd=3139,Sunday
2013-11-12,Non-Conference,,Brown,/reports/team/Brown/12,2,New Hampshire,/reports/team/New-Hampshire/38,4,,/box/final/20131112/brn/unh/,/box/metrics.php?gd=3142,Tuesday
2013-11-12,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,2,Princeton,/reports/team/Princeton/45,1,,/box/final/20131112/uml/prn/,/box/metrics.php?gd=3143,Tuesday
2013-11-12,Atlantic Hockey,,Army,/reports/team/Army/6,6,Sacred Heart,/reports/team/Sacred-Heart/51,2,,/box/final/20131112/arm/sac/,/box/metrics.php?gd=3141,Tuesday
2013-11-12,Atlantic Hockey,,Holy Cross,/reports/team/Holy-Cross/23,3,Connecticut,/reports/team/Connecticut/17,4,,/box/final/20131112/hcr/con/,/box/metrics.php?gd=3140,Tuesday
2013-11-14,Hockey East,,Boston College,/reports/team/Boston-College/9,2,Massachusetts,/reports/team/Massachusetts/27,1,,/box/final/20131114/bc_/uma/,/box/metrics.php?gd=3144,Thursday
2013-11-14,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,4,Penn State,/reports/team/Penn-State/60,0,,/box/final/20131114/uml/psu/,/box/metrics.php?gd=3145,Thursday
2013-11-15,Non-Conference,,Wisconsin,/reports/team/Wisconsin/58,0,Miami,/reports/team/Miami/30,2,,/box/final/20131115/wis/mia/,/box/metrics.php?gd=3160,Friday
2013-11-15,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,3,Penn State,/reports/team/Penn-State/60,2,,/box/final/20131115/uml/psu/,/box/metrics.php?gd=3164,Friday
2013-11-15,Non-Conference,,Canisius,/reports/team/Canisius/13,0,Ohio State,/reports/team/Ohio-State/44,3,,/box/final/20131115/cns/osu/,/box/metrics.php?gd=3163,Friday
2013-11-15,Non-Conference,,St. Cloud State,/reports/team/St-Cloud-State/52,10,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,0,,/box/final/20131115/stc/alh/,/box/metrics.php?gd=3159,Friday
2013-11-15,Non-Conference,,Minnesota State,/reports/team/Minnesota-State/35,1,Minnesota,/reports/team/Minnesota/34,4,,/box/final/20131115/mns/min/,/box/metrics.php?gd=3161,Friday
2013-11-15,Non-Conference,,Michigan,/reports/team/Michigan/31,2,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,3,,/box/final/20131115/mic/uno/,/box/metrics.php?gd=3162,Friday
2013-11-15,ECAC,,Colgate,/reports/team/Colgate/15,5,St. Lawrence,/reports/team/St-Lawrence/53,3,,/box/final/20131115/clg/stl/,/box/metrics.php?gd=3152,Friday
2013-11-15,ECAC,,Harvard,/reports/team/Harvard/22,2,Quinnipiac,/reports/team/Quinnipiac/47,3,,/box/final/20131115/har/qui/,/box/metrics.php?gd=3151,Friday
2013-11-15,ECAC,,Cornell,/reports/team/Cornell/18,2,Clarkson,/reports/team/Clarkson/14,3,,/box/final/20131115/cor/clk/,/box/metrics.php?gd=3149,Friday
2013-11-15,ECAC,,Rensselaer,/reports/team/Rensselaer/48,3,Union,/reports/team/Union/54,4,,/box/final/20131115/ren/uni/,/box/metrics.php?gd=3153,Friday
2013-11-15,ECAC,,Dartmouth,/reports/team/Dartmouth/19,4,Princeton,/reports/team/Princeton/45,5,ot,/box/final/20131115/dar/prn/,/box/metrics.php?gd=3150,Friday
2013-11-15,Hockey East,,New Hampshire,/reports/team/New-Hampshire/38,3,Northeastern,/reports/team/Northeastern/41,0,,/box/final/20131115/unh/noe/,/box/metrics.php?gd=3156,Friday
2013-11-15,Hockey East,,Boston University,/reports/team/Boston-University/10,0,Maine,/reports/team/Maine/25,7,,/box/final/20131115/bu_/mne/,/box/metrics.php?gd=3155,Friday
2013-11-15,Hockey East,,Massachusetts,/reports/team/Massachusetts/27,2,Boston College,/reports/team/Boston-College/9,2,ot,/box/final/20131115/uma/bc_/,/box/metrics.php?gd=3154,Friday
2013-11-15,Hockey East,,Providence,/reports/team/Providence/46,3,Vermont,/reports/team/Vermont/55,2,,/box/final/20131115/prv/ver/,/box/metrics.php?gd=3158,Friday
2013-11-15,Hockey East,,Merrimack,/reports/team/Merrimack/29,0,Notre Dame,/reports/team/Notre-Dame/43,4,,/box/final/20131115/mer/ndm/,/box/metrics.php?gd=3157,Friday
2013-11-15,Atlantic Hockey,,Army,/reports/team/Army/6,0,Niagara,/reports/team/Niagara/39,5,,/box/final/20131115/arm/nia/,/box/metrics.php?gd=3148,Friday
2013-11-15,Atlantic Hockey,,American Int'l,/reports/team/American-Intl/5,1,Holy Cross,/reports/team/Holy-Cross/23,0,,/box/final/20131115/aic/hcr/,/box/metrics.php?gd=3147,Friday
2013-11-15,Atlantic Hockey,,Bentley,/reports/team/Bentley/8,3,Connecticut,/reports/team/Connecticut/17,0,,/box/final/20131115/ben/con/,/box/metrics.php?gd=3146,Friday
2013-11-15,WCHA,,Lake Superior,/reports/team/Lake-Superior/24,5,Michigan Tech,/reports/team/Michigan-Tech/33,3,,/box/final/20131115/lss/mtu/,/box/metrics.php?gd=3169,Friday
2013-11-15,WCHA,,Bowling Green,/reports/team/Bowling-Green/11,3,Ferris State,/reports/team/Ferris-State/21,3,ot,/box/final/20131115/bgs/fsu/,/box/metrics.php?gd=3168,Friday
2013-11-15,WCHA,,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,1,Bemidji State,/reports/team/Bemidji-State/7,4,,/box/final/20131115/aka/bmj/,/box/metrics.php?gd=3167,Friday
2013-11-15,NCHC,,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,2,North Dakota,/reports/team/North-Dakota/40,4,,/box/final/20131115/mnd/ndk/,/box/metrics.php?gd=3166,Friday
2013-11-15,NCHC,,Western Michigan,/reports/team/Western-Michigan/57,3,Denver,/reports/team/Denver/20,5,,/box/final/20131115/wmu/den/,/box/metrics.php?gd=3165,Friday
2013-11-16,ECAC,,Cornell,/reports/team/Cornell/18,5,St. Lawrence,/reports/team/St-Lawrence/53,2,,/box/final/20131116/cor/stl/,/box/metrics.php?gd=3177,Saturday
2013-11-16,ECAC,,Union,/reports/team/Union/54,4,Rensselaer,/reports/team/Rensselaer/48,1,,/box/final/20131116/uni/ren/,/box/metrics.php?gd=3176,Saturday
2013-11-16,ECAC,,Dartmouth,/reports/team/Dartmouth/19,1,Quinnipiac,/reports/team/Quinnipiac/47,3,,/box/final/20131116/dar/qui/,/box/metrics.php?gd=3175,Saturday
2013-11-16,ECAC,,Colgate,/reports/team/Colgate/15,4,Clarkson,/reports/team/Clarkson/14,3,,/box/final/20131116/clg/clk/,/box/metrics.php?gd=3173,Saturday
2013-11-16,ECAC,,Harvard,/reports/team/Harvard/22,5,Princeton,/reports/team/Princeton/45,3,,/box/final/20131116/har/prn/,/box/metrics.php?gd=3174,Saturday
2013-11-16,Hockey East,,Northeastern,/reports/team/Northeastern/41,1,New Hampshire,/reports/team/New-Hampshire/38,4,,/box/final/20131116/noe/unh/,/box/metrics.php?gd=3178,Saturday
2013-11-16,Hockey East,,Providence,/reports/team/Providence/46,3,Vermont,/reports/team/Vermont/55,0,,/box/final/20131116/prv/ver/,/box/metrics.php?gd=3180,Saturday
2013-11-16,Hockey East,,Merrimack,/reports/team/Merrimack/29,2,Notre Dame,/reports/team/Notre-Dame/43,2,ot,/box/final/20131116/mer/ndm/,/box/metrics.php?gd=3179,Saturday
2013-11-16,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,1,Yale,/reports/team/Yale/59,5,,/box/final/20131116/sac/yal/,/box/metrics.php?gd=3186,Saturday
2013-11-16,Non-Conference,,Canisius,/reports/team/Canisius/13,1,Ohio State,/reports/team/Ohio-State/44,3,,/box/final/20131116/cns/osu/,/box/metrics.php?gd=3185,Saturday
2013-11-16,Non-Conference,,Wisconsin,/reports/team/Wisconsin/58,3,Miami,/reports/team/Miami/30,2,,/box/final/20131116/wis/mia/,/box/metrics.php?gd=3182,Saturday
2013-11-16,Non-Conference,,Michigan,/reports/team/Michigan/31,4,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,3,,/box/final/20131116/mic/uno/,/box/metrics.php?gd=3184,Saturday
2013-11-16,Non-Conference,,Minnesota State,/reports/team/Minnesota-State/35,0,Minnesota,/reports/team/Minnesota/34,3,,/box/final/20131116/mns/min/,/box/metrics.php?gd=3183,Saturday
2013-11-16,Non-Conference,,St. Cloud State,/reports/team/St-Cloud-State/52,4,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,3,,/box/final/20131116/stc/alh/,/box/metrics.php?gd=3181,Saturday
2013-11-16,Atlantic Hockey,,Holy Cross,/reports/team/Holy-Cross/23,2,Bentley,/reports/team/Bentley/8,3,ot,/box/final/20131116/hcr/ben/,/box/metrics.php?gd=3567,Saturday
2013-11-16,Atlantic Hockey,,Army,/reports/team/Army/6,3,Niagara,/reports/team/Niagara/39,8,,/box/final/20131116/arm/nia/,/box/metrics.php?gd=3172,Saturday
2013-11-16,Atlantic Hockey,,Robert Morris,/reports/team/Robert-Morris/50,3,Air Force,/reports/team/Air-Force/1,4,,/box/final/20131116/rmu/afa/,/box/metrics.php?gd=3170,Saturday
2013-11-16,WCHA,,Lake Superior,/reports/team/Lake-Superior/24,1,Michigan Tech,/reports/team/Michigan-Tech/33,2,,/box/final/20131116/lss/mtu/,/box/metrics.php?gd=3191,Saturday
2013-11-16,WCHA,,Bowling Green,/reports/team/Bowling-Green/11,2,Ferris State,/reports/team/Ferris-State/21,4,,/box/final/20131116/bgs/fsu/,/box/metrics.php?gd=3190,Saturday
2013-11-16,WCHA,,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,4,Bemidji State,/reports/team/Bemidji-State/7,4,ot,/box/final/20131116/aka/bmj/,/box/metrics.php?gd=3189,Saturday
2013-11-16,NCHC,,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,North Dakota,/reports/team/North-Dakota/40,3,,/box/final/20131116/mnd/ndk/,/box/metrics.php?gd=3188,Saturday
2013-11-16,NCHC,,Western Michigan,/reports/team/Western-Michigan/57,0,Denver,/reports/team/Denver/20,1,,/box/final/20131116/wmu/den/,/box/metrics.php?gd=3187,Saturday
2013-11-17,Non-Conference,,Connecticut,/reports/team/Connecticut/17,1,Boston University,/reports/team/Boston-University/10,4,,/box/final/20131117/con/bu_/,/box/metrics.php?gd=3192,Sunday
2013-11-19,Atlantic Hockey,,Niagara,/reports/team/Niagara/39,2,Mercyhurst,/reports/team/Mercyhurst/28,4,,/box/final/20131119/nia/mrc/,/box/metrics.php?gd=3194,Tuesday
2013-11-19,Atlantic Hockey,,RIT,/reports/team/RIT/49,2,Canisius,/reports/team/Canisius/13,5,,/box/final/20131119/rit/cns/,/box/metrics.php?gd=3193,Tuesday
2013-11-19,Non-Conference,,Air Force,/reports/team/Air-Force/1,3,Colorado College,/reports/team/Colorado-College/16,1,,/box/final/20131119/afa/cc_/,/box/metrics.php?gd=3195,Tuesday
2013-11-20,Non-Conference,,Boston College,/reports/team/Boston-College/9,5,Harvard,/reports/team/Harvard/22,1,,/box/final/20131120/bc_/har/,/box/metrics.php?gd=3196,Wednesday
2013-11-22,ECAC,,Brown,/reports/team/Brown/12,1,Cornell,/reports/team/Cornell/18,5,,/box/final/20131122/brn/cor/,/box/metrics.php?gd=3200,Friday
2013-11-22,ECAC,,Yale,/reports/team/Yale/59,5,Colgate,/reports/team/Colgate/15,2,,/box/final/20131122/yal/clg/,/box/metrics.php?gd=3199,Friday
2013-11-22,ECAC,,Quinnipiac,/reports/team/Quinnipiac/47,3,Princeton,/reports/team/Princeton/45,0,,/box/final/20131122/qui/prn/,/box/metrics.php?gd=3201,Friday
2013-11-22,Hockey East,,Notre Dame,/reports/team/Notre-Dame/43,0,Mass.-Lowell,/reports/team/Mass-Lowell/26,1,,/box/final/20131122/ndm/uml/,/box/metrics.php?gd=3202,Friday
2013-11-22,Hockey East,,New Hampshire,/reports/team/New-Hampshire/38,3,Providence,/reports/team/Providence/46,2,ot,/box/final/20131122/unh/prv/,/box/metrics.php?gd=3205,Friday
2013-11-22,Hockey East,,Northeastern,/reports/team/Northeastern/41,5,Merrimack,/reports/team/Merrimack/29,2,,/box/final/20131122/noe/mer/,/box/metrics.php?gd=3204,Friday
2013-11-22,Hockey East,,Vermont,/reports/team/Vermont/55,3,Massachusetts,/reports/team/Massachusetts/27,2,,/box/final/20131122/ver/uma/,/box/metrics.php?gd=3203,Friday
2013-11-22,Non-Conference,,Niagara,/reports/team/Niagara/39,0,Michigan,/reports/team/Michigan/31,6,,/box/final/20131122/nia/mic/,/box/metrics.php?gd=3209,Friday
2013-11-22,Non-Conference,,Western Michigan,/reports/team/Western-Michigan/57,2,Michigan State,/reports/team/Michigan-State/32,0,,/box/final/20131122/wmu/msu/,/box/metrics.php?gd=3210,Friday
2013-11-22,Non-Conference,,Rensselaer,/reports/team/Rensselaer/48,2,Mercyhurst,/reports/team/Mercyhurst/28,5,,/box/final/20131122/ren/mrc/,/box/metrics.php?gd=3208,Friday
2013-11-22,Non-Conference,,North Dakota,/reports/team/North-Dakota/40,1,Boston University,/reports/team/Boston-University/10,3,,/box/final/20131122/ndk/bu_/,/box/metrics.php?gd=3207,Friday
2013-11-22,Non-Conference,,St. Lawrence,/reports/team/St-Lawrence/53,5,RIT,/reports/team/RIT/49,3,,/box/final/20131122/stl/rit/,/box/metrics.php?gd=3212,Friday
2013-11-22,Non-Conference,,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,1,Minnesota,/reports/team/Minnesota/34,6,,/box/final/20131122/mnd/min/,/box/metrics.php?gd=3211,Friday
2013-11-22,Non-Conference,,Denver,/reports/team/Denver/20,3,Air Force,/reports/team/Air-Force/1,3,ot,/box/final/20131122/den/afa/,/box/metrics.php?gd=3206,Friday
2013-11-22,Atlantic Hockey,,Holy Cross,/reports/team/Holy-Cross/23,2,Robert Morris,/reports/team/Robert-Morris/50,1,,/box/final/20131122/hcr/rmu/,/box/metrics.php?gd=3198,Friday
2013-11-22,Atlantic Hockey,,Sacred Heart,/reports/team/Sacred-Heart/51,6,Army,/reports/team/Army/6,5,,/box/final/20131122/sac/arm/,/box/metrics.php?gd=3197,Friday
2013-11-22,WCHA,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,0,Northern Michigan,/reports/team/Northern-Michigan/42,3,,/box/final/20131122/alh/nmu/,/box/metrics.php?gd=3219,Friday
2013-11-22,WCHA,,Alaska,/reports/team/Alaska/4,3,Ferris State,/reports/team/Ferris-State/21,5,,/box/final/20131122/akf/fsu/,/box/metrics.php?gd=3218,Friday
2013-11-22,WCHA,,Minnesota State,/reports/team/Minnesota-State/35,3,Bowling Green,/reports/team/Bowling-Green/11,4,ot,/box/final/20131122/mns/bgs/,/box/metrics.php?gd=3217,Friday
2013-11-22,WCHA,,Lake Superior,/reports/team/Lake-Superior/24,3,Bemidji State,/reports/team/Bemidji-State/7,2,,/box/final/20131122/lss/bmj/,/box/metrics.php?gd=3216,Friday
2013-11-22,WCHA,,Michigan Tech,/reports/team/Michigan-Tech/33,1,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,3,,/box/final/20131122/mtu/aka/,/box/metrics.php?gd=3215,Friday
2013-11-22,NCHC,,Colorado College,/reports/team/Colorado-College/16,2,St. Cloud State,/reports/team/St-Cloud-State/52,2,ot,/box/final/20131122/cc_/stc/,/box/metrics.php?gd=3214,Friday
2013-11-22,NCHC,,Miami,/reports/team/Miami/30,3,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,6,,/box/final/20131122/mia/uno/,/box/metrics.php?gd=3213,Friday
2013-11-23,Atlantic Hockey,,Holy Cross,/reports/team/Holy-Cross/23,1,Robert Morris,/reports/team/Robert-Morris/50,5,,/box/final/20131123/hcr/rmu/,/box/metrics.php?gd=3221,Saturday
2013-11-23,Atlantic Hockey,,Army,/reports/team/Army/6,1,Sacred Heart,/reports/team/Sacred-Heart/51,4,,/box/final/20131123/arm/sac/,/box/metrics.php?gd=3222,Saturday
2013-11-23,Atlantic Hockey,,Connecticut,/reports/team/Connecticut/17,8,American Int'l,/reports/team/American-Intl/5,1,,/box/final/20131123/con/aic/,/box/metrics.php?gd=3220,Saturday
2013-11-23,Hockey East,,Notre Dame,/reports/team/Notre-Dame/43,1,Mass.-Lowell,/reports/team/Mass-Lowell/26,3,,/box/final/20131123/ndm/uml/,/box/metrics.php?gd=3227,Saturday
2013-11-23,Hockey East,,New Hampshire,/reports/team/New-Hampshire/38,2,Providence,/reports/team/Providence/46,4,,/box/final/20131123/unh/prv/,/box/metrics.php?gd=3229,Saturday
