Date,Conference,Game_Notes,Home_Team,Home_Team_Link,Home_Score,Away_Team,Away_Team_Link,Away_Score,OT,Box_Link,Metrics_Link,Day
2002-10-01,Exhibition,,Windsor,,2,Bowling Green,/reports/team/Bowling-Green/11,5,,/box/final/20021001/win/bgs/,,Tuesday
2002-10-04,Non-Conference,"at Nutter Center, Beavercreek, Ohio",Niagara,/reports/team/Niagara/39,1,Bowling Green,/reports/team/Bowling-Green/11,4,,/box/final/20021004/nia/bgs/,,Friday
2002-10-04,Non-Conference,"at Nutter Center, Beavercreek, Ohio",Air Force,/reports/team/Air-Force/1,1,Miami,/reports/team/Miami/30,12,,/box/final/20021004/afa/mia/,,Friday
2002-10-04,Exhibition,,Waterloo,,2,Ohio State,/reports/team/Ohio-State/44,6,,/box/final/20021004/wat/osu/,,Friday
2002-10-04,Exhibition,,Royal Military,,4,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,6,,/box/final/20021004/rmc/aka/,,Friday
2002-10-04,Exhibition,,Concordia,,0,Boston University,/reports/team/Boston-University/10,2,,/box/final/20021004/cnq/bu_/,,Friday
2002-10-04,Exhibition,,St. Nick's,,2,Sacred Heart,/reports/team/Sacred-Heart/51,8,,/box/final/20021004/snk/shu/,,Friday
2002-10-04,Exhibition,,Queen's,,1,Providence,/reports/team/Providence/46,5,,/box/final/20021004/qen/prv/,,Friday
2002-10-04,Exhibition,,St. Francis Xav.,,3,Massachusetts,/reports/team/Massachusetts/27,2,,/box/final/20021004/sfx/uma/,,Friday
2002-10-04,Exhibition,,Western Ontario,,1,Lake Superior,/reports/team/Lake-Superior/24,4,,/box/final/20021004/won/lss/,,Friday
2002-10-04,Exhibition,,Toronto,,1,Notre Dame,/reports/team/Notre-Dame/43,8,,/box/final/20021004/tor/ndm/,,Friday
2002-10-04,Exhibition,,Manitoba,,2,Bemidji State,/reports/team/Bemidji-State/7,4,,/box/final/20021004/mtb/bmj/,,Friday
2002-10-05,Non-Conference,"at Nutter Center, Beavercreek, Ohio",Air Force,/reports/team/Air-Force/1,3,Niagara,/reports/team/Niagara/39,7,,/box/final/20021005/afa/nia/,,Saturday
2002-10-05,Non-Conference,"at Nutter Center, Beavercreek, Ohio",Bowling Green,/reports/team/Bowling-Green/11,1,Miami,/reports/team/Miami/30,2,,/box/final/20021005/bgs/mia/,,Saturday
2002-10-05,Non-Conference,,Northeastern,/reports/team/Northeastern/41,3,Vermont,/reports/team/Vermont/55,3,ot,/box/final/20021005/noe/uvm/,,Saturday
2002-10-05,Non-Conference,,Northern Michigan,/reports/team/Northern-Michigan/42,4,Michigan Tech,/reports/team/Michigan-Tech/33,1,,/box/final/20021005/nmu/mtu/,,Saturday
2002-10-05,Exhibition,,Ottawa,,4,Holy Cross,/reports/team/Holy-Cross/23,3,,/box/final/20021005/ott/hc/,,Saturday
2002-10-05,Exhibition,,St. Francis Xav.,,1,New Hampshire,/reports/team/New-Hampshire/38,5,,/box/final/20021005/sfx/unh/,,Saturday
2002-10-05,Exhibition,,Queen's,,0,Merrimack,/reports/team/Merrimack/29,13,,/box/final/20021005/qen/mer/,,Saturday
2002-10-05,Exhibition,,St. Clair,,3,Canisius,/reports/team/Canisius/13,4,,/box/final/20021005/scl/cns/,,Saturday
2002-10-05,Exhibition,,Concordia,,2,Mass.-Lowell,/reports/team/Mass-Lowell/26,7,,/box/final/20021005/cnq/uml/,,Saturday
2002-10-05,Exhibition,,Western Ontario,,5,Ferris State,/reports/team/Ferris-State/21,9,,/box/final/20021005/won/fsu/,,Saturday
2002-10-05,Exhibition,,Waterloo,,0,Western Michigan,/reports/team/Western-Michigan/57,12,,/box/final/20021005/wat/wmu/,,Saturday
2002-10-05,Exhibition,,US Under-18,,3,Michigan State,/reports/team/Michigan-State/32,4,,/box/final/20021005/u18/msu/,,Saturday
2002-10-05,Exhibition,,Toronto,,1,Michigan,/reports/team/Michigan/31,8,,/box/final/20021005/tor/mic/,,Saturday
2002-10-05,Exhibition,,Royal Military,,0,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,4,,/box/final/20021005/rmc/akf/,,Saturday
2002-10-06,Exhibition,,Queen's,,2,Boston College,/reports/team/Boston-College/9,11,,/box/final/20021006/qen/bc_/,,Sunday
2002-10-06,Exhibition,,Ottawa,,3,Connecticut,/reports/team/Connecticut/17,4,,/box/final/20021006/ott/uconn/,,Sunday
2002-10-06,Exhibition,,Manitoba,,0,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,6,,/box/final/20021006/mtb/uno/,,Sunday
2002-10-08,MAAC,,Quinnipiac,/reports/team/Quinnipiac/47,6,Holy Cross,/reports/team/Holy-Cross/23,1,,/box/final/20021008/qui/hc/,,Tuesday
2002-10-08,Exhibition,,Brock,,2,Mercyhurst,/reports/team/Mercyhurst/28,2,ot,/box/final/20021008/brk/mrc/,,Tuesday
2002-10-08,Exhibition,,Western Ontario,,2,Michigan State,/reports/team/Michigan-State/32,6,,/box/final/20021008/won/msu/,,Tuesday
2002-10-11,Non-Conference,"at Wessman Arena, Superior, Wis.",Michigan,/reports/team/Michigan/31,3,Niagara,/reports/team/Niagara/39,0,,/box/final/20021011/mic/nia/,,Friday
2002-10-11,Non-Conference,"at HSBC Arena, Buffalo, N.Y.",North Dakota,/reports/team/North-Dakota/40,8,Canisius,/reports/team/Canisius/13,0,,/box/final/20021011/ndk/cns/,,Friday
2002-10-11,Non-Conference,"at Alfond Arena, Orono, Maine",Quinnipiac,/reports/team/Quinnipiac/47,1,Lake Superior,/reports/team/Lake-Superior/24,2,,/box/final/20021011/qui/lss/,,Friday
2002-10-11,Non-Conference,,Colgate,/reports/team/Colgate/15,5,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,5,ot,/box/final/20021011/clg/uno/,,Friday
2002-10-11,Non-Conference,"at Kohl Center, Madison, Wis.",Boston University,/reports/team/Boston-University/10,4,Northern Michigan,/reports/team/Northern-Michigan/42,4,ot,/box/final/20021011/bu_/nmu/,,Friday
2002-10-11,Non-Conference,"at Omaha Civic Auditorium, Omaha, Neb.",Denver,/reports/team/Denver/20,5,Michigan State,/reports/team/Michigan-State/32,0,,/box/final/20021011/den/msu/,,Friday
2002-10-11,Non-Conference,,Rensselaer,/reports/team/Rensselaer/48,5,Wisconsin,/reports/team/Wisconsin/58,1,,/box/final/20021011/ren/wis/,,Friday
2002-10-11,Non-Conference,,Connecticut,/reports/team/Connecticut/17,1,Northeastern,/reports/team/Northeastern/41,10,,/box/final/20021011/uconn/noe/,,Friday
2002-10-11,Non-Conference,,Union,/reports/team/Union/54,2,Providence,/reports/team/Providence/46,5,,/box/final/20021011/uni/prv/,,Friday
2002-10-11,Non-Conference,,St. Cloud State,/reports/team/St-Cloud-State/52,2,Ferris State,/reports/team/Ferris-State/21,1,,/box/final/20021011/stc/fsu/,,Friday
2002-10-11,Non-Conference,,St. Lawrence,/reports/team/St-Lawrence/53,2,Miami,/reports/team/Miami/30,5,,/box/final/20021011/stl/mia/,,Friday
2002-10-11,Non-Conference,,Notre Dame,/reports/team/Notre-Dame/43,2,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,2,ot,/box/final/20021011/ndm/mnd/,,Friday
2002-10-11,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,4,Colorado College,/reports/team/Colorado-College/16,6,,/box/final/20021011/uml/cc_/,,Friday
2002-10-11,Non-Conference,,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,2,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,4,,/box/final/20021011/akf/aka/,,Friday
2002-10-11,Exhibition,,New Brunswick,,1,Maine,/reports/team/Maine/25,2,,/box/final/20021011/nbr/mne/,,Friday
2002-10-11,Exhibition,,Wilfrid Laurier,,0,Findlay,,5,,/box/final/20021011/wfl/fnd/,,Friday
2002-10-11,Exhibition,,Fairfield,,0,US Under-18,,6,,/box/final/20021011/fai/u18/,,Friday
2002-10-11,CCHA,,Western Michigan,/reports/team/Western-Michigan/57,6,Bowling Green,/reports/team/Bowling-Green/11,5,ot,/box/final/20021011/wmu/bgs/,,Friday
2002-10-12,Non-Conference,"at HSBC Arena, Buffalo, N.Y.",Michigan,/reports/team/Michigan/31,4,North Dakota,/reports/team/North-Dakota/40,5,ot,/box/final/20021012/mic/ndk/,,Saturday
2002-10-12,Non-Conference,"at HSBC Arena, Buffalo, N.Y.",Canisius,/reports/team/Canisius/13,1,Niagara,/reports/team/Niagara/39,4,,/box/final/20021012/cns/nia/,,Saturday
2002-10-12,Non-Conference,,Lake Superior,/reports/team/Lake-Superior/24,1,Maine,/reports/team/Maine/25,8,,/box/final/20021012/lss/mne/,,Saturday
2002-10-12,Non-Conference,,Denver,/reports/team/Denver/20,3,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,2,,/box/final/20021012/den/uno/,,Saturday
2002-10-12,Non-Conference,,Northern Michigan,/reports/team/Northern-Michigan/42,3,Wisconsin,/reports/team/Wisconsin/58,4,,/box/final/20021012/nmu/wis/,,Saturday
2002-10-12,Non-Conference,"at Omaha Civic Auditorium, Omaha, Neb.",Colgate,/reports/team/Colgate/15,1,Michigan State,/reports/team/Michigan-State/32,2,,/box/final/20021012/clg/msu/,,Saturday
2002-10-12,Non-Conference,"at Kohl Center, Madison, Wis.",Boston University,/reports/team/Boston-University/10,5,Rensselaer,/reports/team/Rensselaer/48,1,,/box/final/20021012/bu_/ren/,,Saturday
2002-10-12,Non-Conference,"at Xcel Energy Center, St. Paul, Minn.",Ohio State,/reports/team/Ohio-State/44,2,Minnesota,/reports/team/Minnesota/34,7,,/box/final/20021012/osu/min/,,Saturday
2002-10-12,Non-Conference,,Union,/reports/team/Union/54,4,Merrimack,/reports/team/Merrimack/29,4,ot,/box/final/20021012/uni/mer/,,Saturday
2002-10-12,Non-Conference,,New Hampshire,/reports/team/New-Hampshire/38,10,Vermont,/reports/team/Vermont/55,0,,/box/final/20021012/unh/uvm/,,Saturday
2002-10-12,Non-Conference,,Iona,,0,Providence,/reports/team/Providence/46,11,,/box/final/20021012/ion/prv/,,Saturday
2002-10-12,Non-Conference,,St. Cloud State,/reports/team/St-Cloud-State/52,3,Ferris State,/reports/team/Ferris-State/21,6,,/box/final/20021012/stc/fsu/,,Saturday
2002-10-12,Non-Conference,,St. Lawrence,/reports/team/St-Lawrence/53,5,Miami,/reports/team/Miami/30,3,,/box/final/20021012/stl/mia/,,Saturday
2002-10-12,Non-Conference,,Notre Dame,/reports/team/Notre-Dame/43,5,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,3,,/box/final/20021012/ndm/mnd/,,Saturday
2002-10-12,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,4,Colorado College,/reports/team/Colorado-College/16,1,,/box/final/20021012/uml/cc_/,,Saturday
2002-10-12,Non-Conference,,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,4,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,0,,/box/final/20021012/akf/aka/,,Saturday
2002-10-12,Exhibition,"at Alfond Arena, Orono, Maine",New Brunswick,,2,Quinnipiac,/reports/team/Quinnipiac/47,2,ot,/box/final/20021012/nbr/qui/,,Saturday
2002-10-12,Exhibition,,Toronto,,2,Clarkson,/reports/team/Clarkson/14,8,,/box/final/20021012/tor/clk/,,Saturday
2002-10-12,Exhibition,,Fairfield,,2,US Under-18,,2,ot,/box/final/20021012/fai/u18/,,Saturday
2002-10-12,Exhibition,,Wilfrid Laurier,,0,Wayne State,/reports/team/Wayne-State/56,6,,/box/final/20021012/wfl/wsu/,,Saturday
2002-10-12,Exhibition,,St. Nick's,,5,Bentley,/reports/team/Bentley/8,3,,/box/final/20021012/snk/ben/,,Saturday
2002-10-12,CCHA,,Bowling Green,/reports/team/Bowling-Green/11,2,Western Michigan,/reports/team/Western-Michigan/57,3,,/box/final/20021012/bgs/wmu/,,Saturday
2002-10-13,Exhibition,,St. Nick's,,5,American Int'l,/reports/team/American-Intl/5,4,,/box/final/20021013/snk/aic/,,Sunday
2002-10-13,Exhibition,,Windsor,,1,Air Force,/reports/team/Air-Force/1,9,,/box/final/20021013/win/afa/,,Sunday
2002-10-13,Hockey East,,Boston College,/reports/team/Boston-College/9,6,Massachusetts,/reports/team/Massachusetts/27,0,,/box/final/20021013/bc_/uma/,,Sunday
2002-10-13,MAAC,,Holy Cross,/reports/team/Holy-Cross/23,3,Connecticut,/reports/team/Connecticut/17,2,,/box/final/20021013/hc/uconn/,,Sunday
2002-10-14,Exhibition,,Windsor,,1,Denver,/reports/team/Denver/20,12,,/box/final/20021014/win/den/,,Monday
2002-10-16,Exhibition,,Lakehead,,1,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,,/box/final/20021016/lkd/mnd/,,Wednesday
2002-10-18,Non-Conference,"at Northford Ice Pavilion, Northford, Conn.",American Int'l,/reports/team/American-Intl/5,4,Fairfield,,3,,/box/final/20021018/aic/fai/,,Friday
2002-10-18,Non-Conference,,Bentley,/reports/team/Bentley/8,1,Quinnipiac,/reports/team/Quinnipiac/47,3,,/box/final/20021018/ben/qui/,,Friday
2002-10-18,Non-Conference,"at Sullivan Arena, Anchorage, Alaska",Maine,/reports/team/Maine/25,0,Colorado College,/reports/team/Colorado-College/16,3,,/box/final/20021018/mne/cc_/,,Friday
2002-10-18,Non-Conference,,Iona,,2,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,2,ot,/box/final/20021018/ion/aka/,,Friday
2002-10-18,Non-Conference,,Minnesota,/reports/team/Minnesota/34,5,New Hampshire,/reports/team/New-Hampshire/38,5,ot,/box/final/20021018/min/unh/,,Friday
2002-10-18,Non-Conference,,Michigan Tech,/reports/team/Michigan-Tech/33,7,St. Lawrence,/reports/team/St-Lawrence/53,1,,/box/final/20021018/mtu/stl/,,Friday
2002-10-18,Non-Conference,,Denver,/reports/team/Denver/20,2,Boston College,/reports/team/Boston-College/9,4,,/box/final/20021018/den/bc_/,,Friday
2002-10-18,Non-Conference,,Vermont,/reports/team/Vermont/55,1,Boston University,/reports/team/Boston-University/10,1,ot,/box/final/20021018/uvm/bu_/,,Friday
2002-10-18,Non-Conference,,Findlay,,3,Canisius,/reports/team/Canisius/13,1,,/box/final/20021018/fnd/cns/,,Friday
2002-10-18,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,8,Rensselaer,/reports/team/Rensselaer/48,4,,/box/final/20021018/uml/ren/,,Friday
2002-10-18,Non-Conference,,Minnesota State,/reports/team/Minnesota-State/35,1,Providence,/reports/team/Providence/46,5,,/box/final/20021018/mns/prv/,,Friday
2002-10-18,Non-Conference,,Niagara,/reports/team/Niagara/39,2,Union,/reports/team/Union/54,5,,/box/final/20021018/nia/uni/,,Friday
2002-10-18,Non-Conference,,Air Force,/reports/team/Air-Force/1,6,Holy Cross,/reports/team/Holy-Cross/23,4,,/box/final/20021018/afa/hc/,,Friday
2002-10-18,Non-Conference,,Mercyhurst,/reports/team/Mercyhurst/28,2,Lake Superior,/reports/team/Lake-Superior/24,3,,/box/final/20021018/mrc/lss/,,Friday
2002-10-18,Non-Conference,,Merrimack,/reports/team/Merrimack/29,1,Michigan,/reports/team/Michigan/31,4,,/box/final/20021018/mer/mic/,,Friday
2002-10-18,Non-Conference,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,2,Wisconsin,/reports/team/Wisconsin/58,4,,/box/final/20021018/alh/wis/,,Friday
2002-10-18,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,1,Bemidji State,/reports/team/Bemidji-State/7,1,ot,/box/final/20021018/shu/bmj/,,Friday
2002-10-18,CCHA,,Western Michigan,/reports/team/Western-Michigan/57,2,Notre Dame,/reports/team/Notre-Dame/43,4,,/box/final/20021018/wmu/ndm/,,Friday
2002-10-18,CCHA,,Michigan State,/reports/team/Michigan-State/32,4,Northern Michigan,/reports/team/Northern-Michigan/42,10,,/box/final/20021018/msu/nmu/,,Friday
2002-10-18,CCHA,,Bowling Green,/reports/team/Bowling-Green/11,1,Ferris State,/reports/team/Ferris-State/21,10,,/box/final/20021018/bgs/fsu/,,Friday
2002-10-18,CCHA,,Miami,/reports/team/Miami/30,2,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,3,,/box/final/20021018/mia/uno/,,Friday
2002-10-18,CCHA,,Ohio State,/reports/team/Ohio-State/44,6,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,3,,/box/final/20021018/osu/akf/,,Friday
2002-10-19,Non-Conference,"at Northford Ice Pavilion, Northford, Conn.",Fairfield,,4,Bentley,/reports/team/Bentley/8,6,,/box/final/20021019/fai/ben/,,Saturday
2002-10-19,Non-Conference,,American Int'l,/reports/team/American-Intl/5,2,Quinnipiac,/reports/team/Quinnipiac/47,9,,/box/final/20021019/aic/qui/,,Saturday
2002-10-19,Non-Conference,,Maine,/reports/team/Maine/25,4,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,2,,/box/final/20021019/mne/aka/,,Saturday
2002-10-19,Non-Conference,"at Sullivan Arena, Anchorage, Alaska",Iona,,0,Colorado College,/reports/team/Colorado-College/16,5,,/box/final/20021019/ion/cc_/,,Saturday
2002-10-19,Non-Conference,,Findlay,,8,Canisius,/reports/team/Canisius/13,1,,/box/final/20021019/fnd/cns/,,Saturday
2002-10-19,Non-Conference,,Michigan Tech,/reports/team/Michigan-Tech/33,4,St. Lawrence,/reports/team/St-Lawrence/53,4,ot,/box/final/20021019/mtu/stl/,,Saturday
2002-10-19,Non-Conference,,Connecticut,/reports/team/Connecticut/17,5,Colgate,/reports/team/Colgate/15,4,ot,/box/final/20021019/uconn/clg/,,Saturday
2002-10-19,Non-Conference,,Minnesota State,/reports/team/Minnesota-State/35,3,Providence,/reports/team/Providence/46,5,,/box/final/20021019/mns/prv/,,Saturday
2002-10-19,Non-Conference,,Denver,/reports/team/Denver/20,3,Northeastern,/reports/team/Northeastern/41,1,,/box/final/20021019/den/noe/,,Saturday
2002-10-19,Non-Conference,,Air Force,/reports/team/Air-Force/1,2,Holy Cross,/reports/team/Holy-Cross/23,7,,/box/final/20021019/afa/hc/,,Saturday
2002-10-19,Non-Conference,,Minnesota,/reports/team/Minnesota/34,1,New Hampshire,/reports/team/New-Hampshire/38,3,,/box/final/20021019/min/unh/,,Saturday
2002-10-19,Non-Conference,,Mercyhurst,/reports/team/Mercyhurst/28,1,Lake Superior,/reports/team/Lake-Superior/24,3,,/box/final/20021019/mrc/lss/,,Saturday
2002-10-19,Non-Conference,,Merrimack,/reports/team/Merrimack/29,1,Michigan,/reports/team/Michigan/31,5,,/box/final/20021019/mer/mic/,,Saturday
2002-10-19,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,2,Bemidji State,/reports/team/Bemidji-State/7,2,ot,/box/final/20021019/shu/bmj/,,Saturday
2002-10-19,Non-Conference,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,2,Wisconsin,/reports/team/Wisconsin/58,3,,/box/final/20021019/alh/wis/,,Saturday
2002-10-19,Exhibition,,US Under-18,,1,Clarkson,/reports/team/Clarkson/14,2,,/box/final/20021019/u18/clk/,,Saturday
2002-10-19,Exhibition,,St. Clair,,3,RIT,/reports/team/RIT/49,6,,/box/final/20021019/scl/rit/,,Saturday
2002-10-19,CCHA,,Notre Dame,/reports/team/Notre-Dame/43,8,Western Michigan,/reports/team/Western-Michigan/57,5,,/box/final/20021019/ndm/wmu/,,Saturday
2002-10-19,CCHA,,Michigan State,/reports/team/Michigan-State/32,3,Northern Michigan,/reports/team/Northern-Michigan/42,1,,/box/final/20021019/msu/nmu/,,Saturday
2002-10-19,CCHA,,Bowling Green,/reports/team/Bowling-Green/11,1,Ferris State,/reports/team/Ferris-State/21,5,,/box/final/20021019/bgs/fsu/,,Saturday
2002-10-19,CCHA,,Miami,/reports/team/Miami/30,5,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,2,,/box/final/20021019/mia/uno/,,Saturday
2002-10-19,CCHA,,Ohio State,/reports/team/Ohio-State/44,1,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,1,ot,/box/final/20021019/osu/akf/,,Saturday
2002-10-20,Non-Conference,,Vermont,/reports/team/Vermont/55,6,Boston College,/reports/team/Boston-College/9,8,,/box/final/20021020/uvm/bc_/,,Sunday
2002-10-20,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,4,Niagara,/reports/team/Niagara/39,3,,/box/final/20021020/uml/nia/,,Sunday
2002-10-20,Non-Conference,,Rensselaer,/reports/team/Rensselaer/48,3,Massachusetts,/reports/team/Massachusetts/27,4,,/box/final/20021020/ren/uma/,,Sunday
2002-10-20,Exhibition,,US Under-18,,2,St. Lawrence,/reports/team/St-Lawrence/53,3,,/box/final/20021020/u18/stl/,,Sunday
2002-10-22,Hockey East,,Boston University,/reports/team/Boston-University/10,3,Merrimack,/reports/team/Merrimack/29,5,,/box/final/20021022/bu_/mer/,,Tuesday
2002-10-22,Exhibition,,Wayne State,/reports/team/Wayne-State/56,6,US Under-18,,3,,/box/final/20021022/wsu/u18/,,Tuesday
2002-10-22,Exhibition,,Manitoba,,1,North Dakota,/reports/team/North-Dakota/40,6,,/box/final/20021022/mtb/ndk/,,Tuesday
2002-10-24,CCHA,,Lake Superior,/reports/team/Lake-Superior/24,0,Michigan State,/reports/team/Michigan-State/32,7,,/box/final/20021024/lss/msu/,,Thursday
2002-10-25,Hockey East,,Mass.-Lowell,/reports/team/Mass-Lowell/26,5,Providence,/reports/team/Providence/46,6,ot,/box/final/20021025/uml/prv/,,Friday
2002-10-25,Hockey East,,New Hampshire,/reports/team/New-Hampshire/38,2,Northeastern,/reports/team/Northeastern/41,2,ot,/box/final/20021025/unh/noe/,,Friday
2002-10-25,MAAC,,Holy Cross,/reports/team/Holy-Cross/23,4,Army,/reports/team/Army/6,1,,/box/final/20021025/hc/arm/,,Friday
2002-10-25,MAAC,,American Int'l,/reports/team/American-Intl/5,2,Mercyhurst,/reports/team/Mercyhurst/28,8,,/box/final/20021025/aic/mrc/,,Friday
2002-10-25,MAAC,,Quinnipiac,/reports/team/Quinnipiac/47,6,Canisius,/reports/team/Canisius/13,3,,/box/final/20021025/qui/cns/,,Friday
2002-10-25,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,2,Colgate,/reports/team/Colgate/15,3,,/box/final/20021025/shu/clg/,,Friday
2002-10-25,Non-Conference,,Iona,,0,Rensselaer,/reports/team/Rensselaer/48,2,,/box/final/20021025/ion/ren/,,Friday
2002-10-25,Non-Conference,,Nebraska-Omaha,/reports/team/Nebraska-Omaha/37,4,Boston University,/reports/team/Boston-University/10,6,,/box/final/20021025/uno/bu_/,,Friday
2002-10-25,Non-Conference,,Wisconsin,/reports/team/Wisconsin/58,2,Boston College,/reports/team/Boston-College/9,4,,/box/final/20021025/wis/bc_/,,Friday
2002-10-25,Non-Conference,,Findlay,,3,Bowling Green,/reports/team/Bowling-Green/11,4,,/box/final/20021025/fnd/bgs/,,Friday
2002-10-25,Non-Conference,,St. Lawrence,/reports/team/St-Lawrence/53,1,Wayne State,/reports/team/Wayne-State/56,4,,/box/final/20021025/stl/wsu/,,Friday
2002-10-25,Non-Conference,,Clarkson,/reports/team/Clarkson/14,2,Ohio State,/reports/team/Ohio-State/44,4,,/box/final/20021025/clk/osu/,,Friday
2002-10-25,Non-Conference,,Niagara,/reports/team/Niagara/39,4,North Dakota,/reports/team/North-Dakota/40,6,,/box/final/20021025/nia/ndk/,,Friday
2002-10-25,Non-Conference,,Union,/reports/team/Union/54,4,Bemidji State,/reports/team/Bemidji-State/7,3,ot,/box/final/20021025/uni/bmj/,,Friday
2002-10-25,Non-Conference,,Bentley,/reports/team/Bentley/8,2,Air Force,/reports/team/Air-Force/1,5,,/box/final/20021025/ben/afa/,,Friday
2002-10-25,Non-Conference,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,2,Denver,/reports/team/Denver/20,7,,/box/final/20021025/alh/den/,,Friday
2002-10-25,Exhibition,,Guelph,,0,Dartmouth,/reports/team/Dartmouth/19,6,,/box/final/20021025/gue/dar/,,Friday
2002-10-25,Exhibition,,Western Ontario,,1,Brown,/reports/team/Brown/12,4,,/box/final/20021025/won/brn/,,Friday
2002-10-25,CCHA,,Lake Superior,/reports/team/Lake-Superior/24,2,Michigan State,/reports/team/Michigan-State/32,3,,/box/final/20021025/lss/msu/,,Friday
2002-10-25,CCHA,,Ferris State,/reports/team/Ferris-State/21,5,Notre Dame,/reports/team/Notre-Dame/43,2,,/box/final/20021025/fsu/ndm/,,Friday
2002-10-25,CCHA,,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,2,Michigan,/reports/team/Michigan/31,5,,/box/final/20021025/akf/mic/,,Friday
2002-10-25,CCHA,,Northern Michigan,/reports/team/Northern-Michigan/42,1,Miami,/reports/team/Miami/30,7,,/box/final/20021025/nmu/mia/,,Friday
2002-10-25,WCHA,,Minnesota,/reports/team/Minnesota/34,5,Michigan Tech,/reports/team/Michigan-Tech/33,4,,/box/final/20021025/min/mtu/,,Friday
2002-10-25,WCHA,,Minnesota State,/reports/team/Minnesota-State/35,5,St. Cloud State,/reports/team/St-Cloud-State/52,6,ot,/box/final/20021025/mns/stc/,,Friday
2002-10-25,WCHA,,Colorado College,/reports/team/Colorado-College/16,4,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,ot,/box/final/20021025/cc_/mnd/,,Friday
2002-10-26,Hockey East,,Boston College,/reports/team/Boston-College/9,4,Mass.-Lowell,/reports/team/Mass-Lowell/26,3,,/box/final/20021026/bc_/uml/,,Saturday
2002-10-26,MAAC,,American Int'l,/reports/team/American-Intl/5,6,Canisius,/reports/team/Canisius/13,2,,/box/final/20021026/aic/cns/,,Saturday
2002-10-26,MAAC,,Quinnipiac,/reports/team/Quinnipiac/47,3,Mercyhurst,/reports/team/Mercyhurst/28,3,ot,/box/final/20021026/qui/mrc/,,Saturday
2002-10-26,MAAC,,Holy Cross,/reports/team/Holy-Cross/23,6,Iona,,3,,/box/final/20021026/hc/ion/,,Saturday
2002-10-26,Non-Conference,,Rensselaer,/reports/team/Rensselaer/48,3,Army,/reports/team/Army/6,0,,/box/final/20021026/ren/arm/,,Saturday
2002-10-26,Non-Conference,,Fairfield,,2,Vermont,/reports/team/Vermont/55,3,ot,/box/final/20021026/fai/uvm/,,Saturday
2002-10-26,Non-Conference,,Western Michigan,/reports/team/Western-Michigan/57,0,Maine,/reports/team/Maine/25,4,,/box/final/20021026/wmu/mne/,,Saturday
2002-10-26,Non-Conference,,Wisconsin,/reports/team/Wisconsin/58,5,Northeastern,/reports/team/Northeastern/41,1,,/box/final/20021026/wis/noe/,,Saturday
2002-10-26,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,3,Colgate,/reports/team/Colgate/15,4,,/box/final/20021026/shu/clg/,,Saturday
2002-10-26,Non-Conference,,St. Lawrence,/reports/team/St-Lawrence/53,2,Wayne State,/reports/team/Wayne-State/56,3,,/box/final/20021026/stl/wsu/,,Saturday
2002-10-26,Non-Conference,,Union,/reports/team/Union/54,5,Bemidji State,/reports/team/Bemidji-State/7,5,ot,/box/final/20021026/uni/bmj/,,Saturday
2002-10-26,Non-Conference,,Niagara,/reports/team/Niagara/39,3,North Dakota,/reports/team/North-Dakota/40,5,,/box/final/20021026/nia/ndk/,,Saturday
2002-10-26,Non-Conference,,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,0,Denver,/reports/team/Denver/20,7,,/box/final/20021026/alh/den/,,Saturday
2002-10-26,Non-Conference,,Bentley,/reports/team/Bentley/8,2,Air Force,/reports/team/Air-Force/1,6,,/box/final/20021026/ben/afa/,,Saturday
