Team,Tied,Lead by 1,Lead by 2,Lead by 3+,Down by 1,Down by 2,Down by 3+,Total_Time,All_Lead,All_Deficit,PCT_Tied,PCT_Lead by 1,PCT_Lead by 2,PCT_Lead by 3+,PCT_Down by 1,PCT_Down by 2,PCT_Down by 3+,PCT_All_Lead,PCT_All_Deficit
Minnesota,215.03333333333333,67.8,219.75,95.88333333333334,54.6,28.033333333333335,0.0,681.1,383.43333333333334,82.63333333333334,0.31571477511868057,0.09954485391278814,0.3226398473058288,0.14077717417902413,0.08016443987667009,0.04115890960700827,0.0,0.5629618753976411,0.12132334948367836
Massachusetts,238.51666666666668,85.91666666666667,183.16666666666666,131.36666666666667,45.233333333333334,19.7,6.633333333333334,710.5333333333333,400.45,71.56666666666666,0.3356868080315256,0.1209185588290486,0.2577875774066429,0.1848845937324076,0.06366109964346031,0.027725652092325016,0.009335710264589979,0.5635907299680991,0.10072246200037531
Connecticut,234.05,29.433333333333334,80.8,0.8666666666666667,118.7,73.9,30.266666666666666,568.0166666666667,111.1,222.86666666666667,0.41204776855139225,0.051817728353041284,0.14224934714356974,0.0015257768257973651,0.2089727414101699,0.13010181626125994,0.05328482145476952,0.1955928523224084,0.39235937912619934
Robert Morris,292.6166666666667,126.53333333333333,136.53333333333333,95.81666666666666,71.96666666666667,28.233333333333334,25.316666666666666,777.0166666666667,358.8833333333333,125.51666666666667,0.37658994873554835,0.16284506981832222,0.17571480663220437,0.12331352823834753,0.09261920593723859,0.03633555693786062,0.03258188370047833,0.4618734046888741,0.16153664657557754
Alabama Huntsville,220.3,35.18333333333333,1.3833333333333333,0.0,71.86666666666666,28.733333333333334,28.05,385.51666666666665,36.56666666666667,128.65,0.5714409234360814,0.09126280748778695,0.0035882581816609744,0.0,0.1864164973412304,0.0745320133154641,0.07275950023777615,0.09485106566944793,0.3337080108944706
Michigan Tech,203.26666666666668,51.86666666666667,74.25,36.13333333333333,26.3,15.716666666666667,25.783333333333335,433.31666666666666,162.25,67.8,0.4690949651909689,0.11969691141966998,0.17135274433632064,0.08338782260856187,0.060694642101619296,0.03627062579329974,0.0595022885495596,0.3744374783645525,0.15646755644447863
Lake Superior,205.66666666666666,42.766666666666666,83.3,71.66666666666667,63.78333333333333,56.166666666666664,21.9,545.25,197.73333333333332,141.85,0.37719700443221765,0.07843496866880635,0.15277395690050435,0.13143817820571604,0.11697997860308727,0.10301085129145651,0.040165061898211826,0.36264710377502674,0.2601558917927556
Colgate,276.4,66.33333333333333,27.466666666666665,0.0,54.81666666666667,80.91666666666667,17.95,523.8833333333333,93.8,153.68333333333334,0.5275983838640919,0.12661852193554546,0.05242897591702987,0.0,0.10463525594120829,0.15445550854197818,0.03426335380014634,0.17904749785257532,0.2933541182833328
Clarkson,297.95,115.58333333333333,89.88333333333334,105.56666666666666,105.5,27.683333333333334,37.85,780.0166666666667,311.03333333333336,171.03333333333333,0.3819790175423602,0.14818059443174292,0.11523258050041665,0.13533898848315207,0.13525352022392684,0.03549069464327685,0.04852460417512446,0.3987521634153116,0.21926881904232814
Bemidji State,215.13333333333333,76.05,36.666666666666664,24.3,43.71666666666667,55.45,40.18333333333333,491.5,137.01666666666668,139.35,0.4377076975245846,0.15473041709053917,0.07460155985079688,0.04944048830111902,0.08894540522210918,0.11281790437436419,0.08175652763648694,0.2787724652424551,0.2835198372329603
Minnesota State,175.43333333333334,27.083333333333332,73.16666666666667,120.51666666666667,32.2,12.1,0.0,440.5,220.76666666666668,44.3,0.39825955353764664,0.06148316307226637,0.16609912977676883,0.27359061672342033,0.07309875141884223,0.027468785471055617,0.0,0.5011729095724555,0.10056753688989785
Ohio State,296.45,43.13333333333333,76.18333333333334,31.05,74.98333333333333,140.95,30.333333333333332,693.0833333333334,150.36666666666667,246.26666666666668,0.4277263436335217,0.06223397859805218,0.10991944210652879,0.04479980762294097,0.1081880485752074,0.20336659853312491,0.043765780930624026,0.21695322832752195,0.35532042803895636
American Int'l,186.81666666666666,69.41666666666667,148.98333333333332,92.41666666666667,42.21666666666667,66.48333333333333,43.35,649.6833333333333,310.81666666666666,152.05,0.28755034503989124,0.10684692542520716,0.22931684666888996,0.14224878787101408,0.06498037505451373,0.1023319052871912,0.06672481465329264,0.47841255996511123,0.23403709499499756
Air Force,180.48333333333332,6.216666666666667,19.483333333333334,0.0,93.38333333333334,124.05,70.25,493.8666666666667,25.7,287.68333333333334,0.3654495140388769,0.012587742980561555,0.0394505939524838,0.0,0.1890861231101512,0.2511811555075594,0.14224487041036718,0.052038336933045354,0.5825121490280778
Canisius,81.05,34.56666666666667,29.25,51.4,27.55,12.583333333333334,0.0,236.4,115.21666666666667,40.13333333333333,0.34285109983079526,0.14622109419063734,0.12373096446700507,0.21742808798646363,0.11653976311336717,0.05322899041173153,0.0,0.48738014664410606,0.1697687535250987
RIT,213.21666666666667,56.11666666666667,54.68333333333333,57.15,71.91666666666667,56.06666666666667,60.36666666666667,569.5166666666667,167.95,188.35,0.37438178572473735,0.09853384448801615,0.09601709051534928,0.1003482485148225,0.1262766673495069,0.09844605074478359,0.10599631266278423,0.29489918351818795,0.3307190307570747
Boston College,217.18333333333334,84.83333333333333,45.13333333333333,65.08333333333333,17.816666666666666,27.833333333333332,0.8666666666666667,458.75,195.05,46.516666666666666,0.47342415985467756,0.1849227974568574,0.09838328792007266,0.1418710263396912,0.03883742052679382,0.06067211625794732,0.0018891916439600363,0.42517711171662126,0.10139872842870118
Minnesota Duluth,464.6,94.88333333333334,67.23333333333333,5.433333333333334,60.583333333333336,19.283333333333335,41.55,753.5666666666667,167.55,121.41666666666667,0.6165347016410846,0.12591232803998761,0.08922015304994028,0.007210156146326359,0.08039545273587827,0.02558941920644048,0.05513778918034237,0.22234263723625425,0.16112266112266113
Nebraska Omaha,255.85,35.45,38.583333333333336,86.56666666666666,37.18333333333333,57.833333333333336,5.85,517.3166666666667,160.6,100.86666666666666,0.49457134572634426,0.06852669222590933,0.07458358838880119,0.16733786526627792,0.07187731563516866,0.11179483875124843,0.011308354006250201,0.31044814588098846,0.19498050839266728
St. Cloud State,358.45,99.61666666666666,71.98333333333333,21.65,141.35,73.56666666666666,8.3,774.9166666666666,193.25,223.21666666666667,0.4625658672975589,0.12855145714592967,0.09289170878589095,0.027938488009463382,0.18240671039896764,0.09493493924077857,0.010710829121410904,0.249381653941284,0.28805247876115714
Western Michigan,364.96666666666664,60.55,101.98333333333333,44.93333333333333,105.0,65.31666666666666,117.98333333333333,860.7333333333333,207.46666666666667,288.3,0.4240182789869104,0.07034699093795987,0.11848423824645651,0.052203547362713966,0.12198900162652002,0.07588490434513206,0.1370730384943072,0.24103477654713035,0.33494694446595924
Bentley,168.11666666666667,0.5666666666666667,33.96666666666667,9.15,74.78333333333333,46.516666666666666,24.783333333333335,357.8833333333333,43.68333333333333,146.08333333333334,0.4697527127089834,0.0015833837842872444,0.09490988683462953,0.025566991105108742,0.2089600894146137,0.12997718064546174,0.06924975550691566,0.12206026172402552,0.4081870255669911
Miami,438.8833333333333,28.233333333333334,63.68333333333333,32.733333333333334,71.21666666666667,72.26666666666667,62.81666666666667,769.8333333333334,124.65,206.3,0.5701017536263261,0.036674604892833945,0.08272353323230136,0.042520025979649274,0.0925092011257848,0.09387313271270838,0.08159774843039619,0.16191816410478457,0.26798008226888936
North Dakota,333.35,94.46666666666667,54.68333333333333,97.7,36.8,5.9,21.65,644.55,246.85,64.35,0.5171825304475991,0.14656220101879863,0.08483955214232151,0.15157862074315415,0.05709409665658211,0.00915367310526724,0.03358932588627725,0.3829803739042743,0.0998370956481266
Denver,352.01666666666665,60.416666666666664,28.266666666666666,37.88333333333333,70.38333333333334,90.86666666666666,16.666666666666668,656.5,126.56666666666666,177.91666666666666,0.5362020817466362,0.09202843361259203,0.04305661335364306,0.0577050012693577,0.10720995176440722,0.13841076415333842,0.025387154100025386,0.1927900482355928,0.271007870017771
Army,118.21666666666667,53.266666666666666,74.4,9.633333333333333,3.5166666666666666,91.95,64.26666666666667,415.25,137.3,159.73333333333332,0.2846879389925748,0.12827613887216535,0.17916917519566528,0.02319887617900863,0.008468793899257476,0.2214328717639976,0.15476620509733094,0.3306441902468393,0.384667870760586
Sacred Heart,158.4,26.3,4.116666666666666,0.0,27.9,0.9666666666666667,51.8,269.48333333333335,30.416666666666668,80.66666666666667,0.5877914527800111,0.09759416166738821,0.01527614571092832,0.0,0.10353144906920651,0.003587111138598553,0.19221967963386727,0.11287030737831653,0.29933823984167235
Providence,214.28333333333333,35.1,49.666666666666664,140.6,27.283333333333335,51.3,58.45,576.6833333333333,225.36666666666667,137.03333333333333,0.3715788561024248,0.06086529291060952,0.08612467847750065,0.24380798242825352,0.04731077136498945,0.08895696656166006,0.101355452154562,0.3907979538163637,0.23762319008121152
Mercyhurst,148.58333333333334,75.41666666666667,115.48333333333333,31.05,53.266666666666666,83.65,72.55,580.0,221.95,209.46666666666667,0.2561781609195402,0.1300287356321839,0.19910919540229885,0.05353448275862069,0.09183908045977011,0.14422413793103447,0.12508620689655173,0.38267241379310346,0.36114942528735633
Merrimack,120.88333333333334,24.966666666666665,28.633333333333333,0.0,37.5,40.85,68.08333333333333,320.9166666666667,53.6,146.43333333333334,0.3766813814593612,0.0777979745520644,0.0892235782913529,0.0,0.11685276551545053,0.12729161256816413,0.21215268761360687,0.1670215528434173,0.4562970656972215
Niagara,309.28333333333336,31.433333333333334,23.716666666666665,73.46666666666667,78.15,120.3,105.05,741.4,128.61666666666667,303.5,0.41716122650840753,0.04239726643287474,0.03198902976351047,0.09909180829062135,0.1054086862692204,0.1622605880766118,0.14169139465875372,0.17347810448700657,0.4093606690045859
Colorado College,325.65,64.5,19.416666666666668,55.266666666666666,15.6,60.8,107.35,648.5833333333334,139.18333333333334,183.75,0.5020943081074136,0.09944751381215469,0.029937042271617628,0.08521135808814082,0.024052421945265322,0.09374277270975202,0.16551458306565592,0.21459591417191315,0.2833097777206733
Ferris State,173.91666666666666,41.03333333333333,6.65,7.466666666666667,81.46666666666667,70.26666666666667,55.75,436.55,55.15,207.48333333333332,0.3983888825258657,0.09399457870423396,0.01523307753980071,0.01710380636047799,0.18661474439735806,0.1609590348566411,0.1277058756156225,0.12633146260451267,0.47527965486962165
Maine,164.63333333333333,14.933333333333334,37.016666666666666,10.033333333333333,92.61666666666666,58.81666666666667,26.05,404.1,61.983333333333334,177.48333333333332,0.4074074074074074,0.03695454920399241,0.09160273859605708,0.0248288377464324,0.2291924441144931,0.14554978140724242,0.06446424152437516,0.1533861255464819,0.4392064670461107
New Hampshire,317.3833333333333,45.266666666666666,17.0,15.016666666666667,51.38333333333333,71.76666666666667,60.63333333333333,578.45,77.28333333333333,183.78333333333333,0.5486789408476677,0.07825510703892587,0.029388884086783647,0.025960180943325552,0.08882934278387646,0.1240671910565592,0.10482035324286167,0.13360417206903508,0.3177168870832973
Northeastern,216.18333333333334,57.15,49.233333333333334,119.73333333333333,74.58333333333333,59.11666666666667,57.68333333333333,633.6833333333333,226.11666666666667,191.38333333333333,0.3411535730254333,0.09018700191999159,0.07769390599931617,0.18894821282975197,0.11769811420004735,0.09329054995923305,0.09102864206622656,0.3568291207490597,0.30201730622550693
Mass. Lowell,95.33333333333333,75.63333333333334,23.8,11.033333333333333,13.3,8.783333333333333,0.0,227.88333333333333,110.46666666666667,22.083333333333332,0.41834271922767496,0.3318949754991589,0.10443940612886711,0.04841658743509106,0.05836319754260221,0.03854311416660572,0.0,0.4847509690631171,0.09690631170920792
Quinnipiac,280.23333333333335,54.78333333333333,86.15,116.93333333333334,95.96666666666667,63.5,40.4,737.9666666666667,257.8666666666667,199.86666666666667,0.3797371154975383,0.07423551199241159,0.1167396901395727,0.15845340801300872,0.13004200731740367,0.08604724693978952,0.05474502010027553,0.349428610144993,0.2708342743574687
Northern Michigan,123.46666666666667,39.28333333333333,28.016666666666666,24.3,29.816666666666666,106.01666666666667,140.2,491.1,91.6,276.03333333333336,0.2514084029050431,0.07999049752256839,0.05704880200909523,0.04948075748320098,0.060714043304147154,0.21587592479467863,0.28548157198126656,0.1865200570148646,0.5620715400800923
Vermont,128.13333333333333,33.55,18.016666666666666,0.0,8.366666666666667,111.88333333333334,84.2,384.15,51.56666666666667,204.45,0.33355026248427266,0.08733567616816348,0.046900082433077354,0.0,0.021779686754306044,0.2912490780511085,0.219185214109072,0.13423575860124085,0.5322139789144865
St. Lawrence,217.53333333333333,79.46666666666667,26.466666666666665,0.0,7.683333333333334,25.9,0.0,357.05,105.93333333333334,33.583333333333336,0.6092517387854175,0.22256453344536245,0.0741259394109135,0.0,0.02151892825467955,0.07253886010362694,0.0,0.296690472856276,0.0940577883583065
Boston University,5.083333333333333,0.0,0.0,0.0,0.0,8.516666666666667,100.86666666666666,114.46666666666667,0.0,109.38333333333334,0.04440885264997088,0.0,0.0,0.0,0.0,0.07440302853814794,0.8811881188118812,0.0,0.9555911473500291
