Team,Tied,Lead by 1,Lead by 2,Lead by 3+,Down by 1,Down by 2,Down by 3+,Total_Time,All_Lead,All_Deficit,PCT_Tied,PCT_Lead by 1,PCT_Lead by 2,PCT_Lead by 3+,PCT_Down by 1,PCT_Down by 2,PCT_Down by 3+,PCT_All_Lead,PCT_All_Deficit
Alaska,656.2333333333333,197.16666666666666,330.31666666666666,210.81666666666666,224.33333333333334,187.53333333333333,88.03333333333333,1894.4333333333334,738.3,499.9,0.3464008586560625,0.1040768567557581,0.17436172646173878,0.11128217760807982,0.1184171168159344,0.09899178294300846,0.046469480759417946,0.38972076082557666,0.2638783805183608
American Int'l,880.3666666666667,299.8833333333333,185.3,261.0,215.53333333333333,101.25,114.95,2058.2833333333333,746.1833333333333,431.73333333333335,0.42771889195688967,0.14569584686267684,0.09002647837599294,0.1268046997093047,0.10471509429378852,0.04919147833550613,0.05584751046584128,0.36252702494797445,0.2097540830951359
Bowling Green,761.9166666666666,211.95,217.61666666666667,130.48333333333332,379.06666666666666,172.55,164.88333333333333,2038.4666666666667,560.05,716.5,0.3737694999509435,0.10397521012525755,0.10675507734571738,0.0640105307911175,0.1859567648886418,0.0846469568630016,0.08088596003532067,0.2747408182620924,0.35148968178696405
Northern Michigan,832.8833333333333,294.06666666666666,211.63333333333333,207.73333333333332,289.9166666666667,223.38333333333333,112.15,2171.766666666667,713.4333333333333,625.45,0.38350498058416344,0.13540435590072597,0.09744754654428806,0.09565177351771983,0.1334934692186085,0.10285788835510261,0.05163998587939159,0.3285036759627339,0.2879913434531027
Connecticut,797.1166666666667,341.68333333333334,226.78333333333333,118.3,266.2,128.36666666666667,102.71666666666667,1981.1666666666667,686.7666666666667,497.28333333333336,0.402347101875999,0.17246571885252798,0.11446958862623034,0.05971229073778077,0.13436527298729706,0.06479347186001515,0.05184655506014974,0.34664759821653907,0.25100529990746195
Vermont,837.1333333333333,189.91666666666666,87.41666666666667,98.8,189.76666666666668,310.0833333333333,267.3333333333333,1980.45,376.1333333333333,767.1833333333333,0.4226985449434893,0.09589571393706818,0.044139799877132305,0.04988765179630892,0.09581997357502925,0.15657215952603365,0.13498615634493843,0.1899231656105094,0.38737828944600133
Army,812.5666666666667,134.71666666666667,276.3,109.8,287.75,275.7,246.5,2143.3333333333335,520.8166666666667,809.95,0.3791135303265941,0.06285381026438569,0.1289113530326594,0.05122861586314152,0.13425349922239502,0.12863141524105753,0.11500777604976672,0.24299377916018663,0.3778926905132193
Wisconsin,582.8833333333333,152.06666666666666,155.56666666666666,160.78333333333333,129.86666666666667,309.85,405.18333333333334,1896.2,468.4166666666667,844.9,0.3073954927398657,0.08019547867665155,0.08204127553352318,0.08479239180114616,0.06848785289878001,0.16340575888619344,0.21368174946383997,0.2470291460113209,0.4455753612488134
Rensselaer,692.0,182.45,103.98333333333333,130.85,222.11666666666667,393.96666666666664,207.2,1932.5666666666666,417.28333333333336,823.2833333333333,0.3580730289597599,0.09440812736085,0.05380581954913155,0.06770788416096038,0.1149335081152871,0.2038567017955396,0.10721493005847146,0.21592183107094193,0.4260051399692982
Colgate,1061.15,285.48333333333335,216.55,187.2,239.66666666666666,201.43333333333334,61.75,2253.233333333333,689.2333333333333,502.85,0.470945456159297,0.12669940973711852,0.09610633608000355,0.08308061008624643,0.10636566711540453,0.08939745846709174,0.027405062354838233,0.3058863559033685,0.2231681879373345
Quinnipiac,833.95,148.63333333333333,548.6833333333333,552.1333333333333,65.75,44.46666666666667,23.316666666666666,2216.9333333333334,1249.45,133.53333333333333,0.3761727912431587,0.06704456606724003,0.2474965417694112,0.24905274553437182,0.029658086245263726,0.020057737415047815,0.010517531725506705,0.5635938533710231,0.06023335538581825
Boston College,938.6666666666666,206.58333333333334,233.53333333333333,102.55,211.85,230.76666666666668,100.66666666666667,2024.6166666666666,542.6666666666666,543.2833333333333,0.46362685940548415,0.10203577631979717,0.11534693810350931,0.050651563670489064,0.10463709179515464,0.11398042427784684,0.049721346427718825,0.26803427809379554,0.2683388625007203
Michigan,827.9,320.3333333333333,358.1666666666667,332.5833333333333,241.51666666666668,95.46666666666667,116.25,2292.2166666666667,1011.0833333333334,453.23333333333335,0.3611787716402609,0.1397482785949554,0.15625340827292358,0.14509245053914333,0.10536380359622781,0.04164818625348098,0.050715101103008,0.4410941374070223,0.19772709095271682
Merrimack,772.6666666666666,228.38333333333333,331.4166666666667,205.43333333333334,229.2,124.51666666666667,170.61666666666667,2062.233333333333,765.2333333333333,524.3333333333334,0.37467470541645786,0.11074563175844958,0.16070764704931548,0.09961692016745599,0.11114164255580519,0.06037952381722081,0.08273392923529507,0.37107019897522103,0.2542550956083211
Sacred Heart,731.4833333333333,195.46666666666667,193.1,191.71666666666667,221.26666666666668,325.06666666666666,182.11666666666667,2040.2166666666667,580.2833333333333,728.45,0.3585321820394893,0.09580681790332726,0.09464681038778561,0.0939687778258845,0.10845253363613341,0.1593294829797489,0.08926339522763105,0.2844224061169974,0.35704541184351335
Providence,927.15,232.78333333333333,223.66666666666666,174.3,234.9,204.95,37.483333333333334,2035.2333333333333,630.75,477.3333333333333,0.45554973221743617,0.11437672994087492,0.1098973090718509,0.08564128601143194,0.11541674173313461,0.1007009843261215,0.018417216699149974,0.30991532502415775,0.23453494275840608
New Hampshire,624.45,210.83333333333334,158.4,19.816666666666666,279.5833333333333,393.26666666666665,167.11666666666667,1853.4666666666667,389.05,839.9666666666667,0.33690921516437666,0.11375080929429537,0.08546147759154017,0.010691676857780016,0.15084346449895691,0.21217897992950147,0.09016437666354939,0.20990396374361556,0.45318682109200775
Clarkson,792.65,254.0,333.5,125.55,194.06666666666666,246.85,153.81666666666666,2100.4333333333334,713.05,594.7333333333333,0.37737451002174155,0.12092742767365464,0.1587767603510387,0.059773380096170635,0.0923936330598448,0.11752336819386476,0.07323092060368495,0.33947756812086394,0.2831479218573945
Michigan State,746.25,227.78333333333333,139.48333333333332,244.9,132.55,325.81666666666666,255.85,2072.633333333333,612.1666666666666,714.2166666666667,0.36004921275671853,0.10990044870454656,0.06729764068254555,0.11815886392511941,0.06395245983370591,0.15719937599511088,0.12344199810225318,0.2953569533122115,0.34459383393106996
Canisius,865.1666666666666,286.5833333333333,360.45,137.03333333333333,234.6,271.6666666666667,220.88333333333333,2376.383333333333,784.0666666666667,727.15,0.36406864773500347,0.12059642453868974,0.15168007406212522,0.0576646584796224,0.09872144645574858,0.11431937888808624,0.09294936984072436,0.32994115708043736,0.30599019518455917
Penn State,825.2833333333333,367.9166666666667,254.98333333333332,261.68333333333334,164.98333333333332,125.55,151.68333333333334,2152.0833333333335,884.5833333333334,442.21666666666664,0.3834811229428848,0.17095837366892547,0.11848209099709583,0.12159535333978702,0.0766621490803485,0.05833881897386253,0.07048209099709583,0.41103581800580835,0.20548305905130687
Michigan Tech,980.4166666666666,260.45,354.1666666666667,165.28333333333333,86.21666666666667,96.05,197.63333333333333,2140.2166666666667,779.9,379.9,0.4580922492271032,0.12169328650526037,0.16548168799109125,0.07722738352036009,0.040284083387196,0.04487863378318394,0.09234267558580518,0.3644023580167117,0.17750539275618513
Minnesota State,949.8333333333334,328.35,246.38333333333333,247.2,264.03333333333336,91.48333333333333,41.916666666666664,2169.2,821.9333333333333,397.43333333333334,0.4378726412194972,0.15136916835699799,0.11358258036757023,0.1139590632491241,0.12171922060360195,0.0421737660581474,0.019323560145061158,0.3789108119736923,0.1832165468068105
Omaha,968.55,222.35,228.28333333333333,81.96666666666667,232.26666666666668,136.75,130.26666666666668,2000.4333333333334,532.6,499.28333333333336,0.4841700964790962,0.1111509173012514,0.11411694132937863,0.04097445553463416,0.11610817656174495,0.06836018862579775,0.06511922416809691,0.26624231416526417,0.2495875893556396
Niagara,872.2833333333333,299.15,226.16666666666666,167.06666666666666,272.26666666666665,221.75,122.61666666666666,2181.3,692.3833333333333,616.6333333333333,0.399891502009505,0.13714298812634668,0.1036843472546952,0.07659041244517795,0.12481853329054539,0.1016595608123596,0.05621265606137013,0.31741774782621984,0.28269075016427514
North Dakota,941.0666666666667,278.4,225.78333333333333,241.23333333333332,206.0,186.75,100.35,2179.5833333333335,745.4166666666666,493.1,0.43176448097878034,0.1277308354043204,0.10359013572930606,0.11067864653030013,0.09451347734658765,0.0856815140508507,0.046040909959854714,0.3419996176639266,0.22623590135729307
Holy Cross,1028.45,242.8,203.75,192.46666666666667,166.55,226.98333333333332,337.28333333333336,2398.2833333333333,639.0166666666667,730.8166666666667,0.4288275641604759,0.10123908073135646,0.0849566009020341,0.08025184680709119,0.06944550616065658,0.09464408570018833,0.14063531553819747,0.26644752844048175,0.30472490739904234
Bemidji State,1033.6,255.33333333333334,149.46666666666667,109.78333333333333,188.81666666666666,278.31666666666666,94.93333333333334,2110.25,514.5833333333334,562.0666666666667,0.4897997867551238,0.12099672234727323,0.07082889073174585,0.05202385183430083,0.08947597046163566,0.13188800695020336,0.044986770919717256,0.2438494649133199,0.2663507483315563
Colorado College,867.6833333333333,82.96666666666667,90.6,145.0,229.55,280.06666666666666,190.78333333333333,1886.65,318.56666666666666,700.4,0.45990688963683424,0.04397565349517222,0.04802162563273527,0.07685580261309728,0.12167068613680333,0.14844654104718238,0.10112280143817524,0.16885308174100477,0.371240028622161
Notre Dame,900.5833333333334,196.23333333333332,180.05,107.48333333333333,169.11666666666667,193.56666666666666,176.81666666666666,1923.85,483.76666666666665,539.5,0.4681151510426142,0.10200032920099453,0.09358837747225615,0.055868874045966854,0.08790532872451941,0.10061421975032704,0.09190771976332181,0.25145758071921753,0.28042726823816827
Denver,787.1166666666667,277.6166666666667,376.73333333333335,334.35,94.8,110.13333333333334,95.38333333333334,2076.133333333333,988.7,300.31666666666666,0.3791262603557896,0.13371812985678505,0.1814591227281485,0.16104457003403763,0.04566180720570291,0.053047331577933336,0.04594277824160298,0.47622182261897117,0.14465191702523922
Maine,753.3666666666667,206.91666666666666,235.25,100.3,211.33333333333334,233.85,180.11666666666667,1921.1333333333334,542.4666666666667,625.3,0.3921469965645279,0.10770552104660444,0.12245375993337267,0.05220876565915952,0.11000451122601242,0.12172502342367353,0.09375542214664954,0.2823680466391366,0.3254849567963355
Air Force,657.2333333333333,242.26666666666668,167.6,54.43333333333333,180.63333333333333,354.73333333333335,255.76666666666668,1912.6666666666667,464.3,791.1333333333333,0.3436214708957825,0.12666434297664692,0.08762635064482398,0.028459393516904845,0.09444057162774486,0.1854653189264552,0.1337225514116417,0.24275008713837573,0.41362844196584175
Massachusetts,788.6333333333333,148.93333333333334,207.61666666666667,236.43333333333334,141.93333333333334,184.45,209.05,1917.05,592.9833333333333,535.4333333333333,0.4113785938464481,0.07768881006407415,0.10830007911461186,0.12333185536805683,0.07403736643975553,0.09621553950079549,0.10904775566625806,0.3093207445467428,0.27930066160680905
Lake Superior,775.0333333333333,119.25,91.31666666666666,118.76666666666667,275.03333333333336,341.4166666666667,308.4166666666667,2029.2333333333333,329.3333333333333,924.8666666666667,0.3819340637679255,0.05876603643412126,0.04500057492977644,0.05852785124102699,0.1355355881531613,0.16824909243228148,0.15198679304170704,0.1622944626049247,0.4557714736271498
Harvard,640.4833333333333,293.53333333333336,267.23333333333335,297.1,204.26666666666668,178.33333333333334,85.05,1966.0,857.8666666666667,467.65,0.32577992539844014,0.1493048491013903,0.13592743302814514,0.15111902339776195,0.10389962699220075,0.09070871481858257,0.043260427263479145,0.4363513055272974,0.23786876907426246
Dartmouth,612.85,92.61666666666666,50.416666666666664,68.9,354.98333333333335,214.75,227.8,1622.3166666666666,211.93333333333334,797.5333333333333,0.3777622535674293,0.057089142070495896,0.031076957848344446,0.042470130163654855,0.21881260337583086,0.13237243037220436,0.1404164826020403,0.1306362300824952,0.4916015163500755
Cornell,646.5333333333333,157.35,270.31666666666666,347.51666666666665,112.41666666666667,163.16666666666666,76.43333333333334,1773.7333333333333,775.1833333333333,352.01666666666665,0.36450424716229424,0.08871119296399309,0.15239983462376908,0.19592385176276028,0.06337856122679095,0.09199052845222883,0.04309178380816357,0.43703487935052243,0.19846087348718333
Yale,560.6666666666666,41.38333333333333,120.83333333333333,148.66666666666666,190.25,211.33333333333334,390.93333333333334,1664.0666666666666,310.8833333333333,792.5166666666667,0.33692560394214977,0.024868795320700292,0.0726132767116702,0.08933936941628941,0.11432835222947799,0.12699811706261768,0.23492648531709467,0.18682144144865992,0.4762529546091903
Brown,575.9166666666666,226.68333333333334,107.26666666666667,145.96666666666667,158.8,206.56666666666666,251.26666666666668,1672.4666666666667,479.9166666666667,616.6333333333333,0.3443516562362977,0.13553832662335075,0.06413680392235022,0.08727627855064377,0.09494957547733886,0.12351018455773907,0.15023717463227967,0.2869514090963447,0.3686969346673576
Princeton,578.7166666666667,220.61666666666667,181.05,105.26666666666667,159.2,301.6166666666667,259.68333333333334,1806.15,506.93333333333334,720.5,0.32041450968450386,0.12214747759968257,0.10024084378373889,0.05828235011857635,0.08814328820972787,0.16699425112347627,0.14377727948029417,0.2806706715019978,0.39891481881349833
