Team,Tied,Lead by 1,Lead by 2,Lead by 3+,Down by 1,Down by 2,Down by 3+,Total_Time,All_Lead,All_Deficit,PCT_Tied,PCT_Lead by 1,PCT_Lead by 2,PCT_Lead by 3+,PCT_Down by 1,PCT_Down by 2,PCT_Down by 3+,PCT_All_Lead,PCT_All_Deficit
Long Island,630.3666666666667,95.7,90.15,52.25,167.13333333333333,223.4,331.71666666666664,1590.7166666666667,238.1,722.25,0.39627840700732375,0.06016156239849963,0.056672568967865634,0.03284683004515784,0.1050679463135065,0.14043984367633036,0.20853284159131627,0.1496809614115231,0.45404063158115315
Merrimack,746.6166666666667,215.08333333333334,207.71666666666667,179.81666666666666,243.91666666666666,146.35,178.7,1918.2,602.6166666666667,568.9666666666667,0.38922774823619366,0.1121276891530254,0.10828728321690474,0.09374239738643868,0.12715914225141625,0.07629548535084975,0.09316025440517152,0.3141573697563688,0.2966148820074375
Boston College,815.5666666666667,212.03333333333333,209.83333333333334,206.81666666666666,213.71666666666667,309.81666666666666,169.7,2137.483333333333,628.6833333333333,693.2333333333333,0.3815546320049279,0.09919765456260868,0.09816840677120289,0.09675708972389649,0.09998518506966916,0.1449445999578944,0.07939243190980047,0.29412315105770803,0.324322216937364
Quinnipiac,856.1333333333333,152.58333333333334,458.3,377.06666666666666,167.18333333333334,108.38333333333334,36.21666666666667,2155.866666666667,987.95,311.78333333333336,0.39711794174036735,0.07077586740058137,0.21258272001979095,0.17490259137856393,0.07754808584328035,0.050273671841177564,0.01679912177623848,0.45826117879893624,0.1446208794606964
Holy Cross,860.45,247.06666666666666,52.3,84.53333333333333,306.1333333333333,351.46666666666664,136.38333333333333,2038.3333333333333,383.9,793.9833333333333,0.4221340964840556,0.12121013900245299,0.025658217497955847,0.04147179067865903,0.1501880621422731,0.1724284546197874,0.06690923957481602,0.18834014717906786,0.3895257563368765
Northern Michigan,635.7333333333333,342.4,220.28333333333333,216.0,201.23333333333332,199.6,258.3333333333333,2073.5833333333335,778.6833333333333,659.1666666666666,0.3065868263473054,0.16512478398906885,0.1062331712414098,0.10416750391833782,0.0970461761041675,0.0962584897319455,0.12458304866776514,0.37552545914881647,0.31788771450387815
Union,1009.2666666666667,145.13333333333333,223.35,48.6,331.73333333333335,203.81666666666666,141.66666666666666,2103.5666666666666,417.0833333333333,677.2166666666667,0.4797882960685819,0.06899393094268465,0.10617681081338044,0.023103617665235235,0.1577004135832792,0.09689099465986341,0.06734593626697513,0.19827435942130034,0.32193734451011774
New Hampshire,868.6333333333333,134.7,94.08333333333333,109.96666666666667,212.43333333333334,262.0,214.4,1896.2166666666667,338.75,688.8333333333334,0.4580875954752006,0.07103618608984558,0.0496163413112074,0.05799266961405606,0.11203009501375547,0.13816986455485925,0.11306724794107566,0.17864519701510903,0.3632672075096903
Canisius,924.35,147.05,243.91666666666666,164.68333333333334,218.41666666666666,211.65,123.15,2033.2166666666667,555.65,553.2166666666667,0.4546244456649152,0.07232382185863123,0.11996589968276869,0.08099645061601896,0.10742419647028928,0.10409613666357906,0.0605690490437976,0.27328617215741885,0.27208938217766593
Rensselaer,918.25,211.8,349.23333333333335,181.93333333333334,337.6166666666667,249.31666666666666,189.3,2437.45,742.9666666666667,776.2333333333333,0.3767256764241318,0.08689409013518226,0.1432781527142437,0.07464084733362052,0.13851224298618092,0.10228585885522438,0.07766313155141644,0.3048130901830465,0.31846123339282173
Bowling Green,856.3166666666667,235.36666666666667,165.2,62.233333333333334,292.78333333333336,263.65,198.7,2074.25,462.8,755.1333333333333,0.4128319472901852,0.1134707323932345,0.07964324454622153,0.030002812261459965,0.14115142019203727,0.12710618295769555,0.09579366035916596,0.223116789200916,0.3640512635088988
Michigan State,611.5666666666667,261.25,137.53333333333333,28.366666666666667,255.83333333333334,384.0833333333333,260.96666666666664,1939.6,427.15,900.8833333333333,0.3153055612841136,0.1346927201484842,0.07090809101532962,0.01462500859283701,0.13190004811988726,0.19802192892005224,0.13454664191929608,0.22022581975665084,0.4644686189592356
Air Force,853.4666666666667,381.46666666666664,87.85,65.1,173.88333333333333,292.5833333333333,226.11666666666667,2080.4666666666667,534.4166666666666,692.5833333333334,0.4102284743807479,0.18335629826641459,0.04222610311789022,0.03129105649373538,0.08357900471048162,0.14063351171211588,0.10868555131861442,0.25687345787804017,0.3328980677412119
Western Michigan,736.0,256.56666666666666,370.8333333333333,259.23333333333335,165.36666666666667,234.66666666666666,123.36666666666666,2146.0333333333333,886.6333333333333,523.4,0.34295832621425576,0.11955390565539523,0.17279942840278964,0.12079650828660629,0.07705689566797658,0.1093490315465743,0.0574859042264022,0.4131498423447912,0.24389183144095308
Vermont,727.4333333333333,160.06666666666666,118.13333333333334,41.333333333333336,308.1333333333333,246.88333333333333,289.28333333333336,1891.2666666666667,319.53333333333336,844.3,0.3846275864499982,0.0846346363988861,0.06246254714653319,0.021854841552398745,0.1629243187986887,0.1305386160950333,0.15295745355846171,0.16895202509781804,0.44642038845218374
Ohio State,872.1333333333333,234.33333333333334,184.61666666666667,217.16666666666666,192.56666666666666,203.56666666666666,85.15,1989.5333333333333,636.1166666666667,481.28333333333336,0.4383607546158228,0.11778306470529103,0.09279395503133063,0.10915457561237141,0.09678986697047884,0.10231880172904868,0.0427989813356566,0.31973159534899304,0.24190765003518414
Michigan,732.4833333333333,253.08333333333334,412.5833333333333,489.23333333333335,194.01666666666668,103.08333333333333,80.85,2265.3333333333335,1154.9,377.95,0.32334461447910534,0.11172012948793408,0.1821291936433196,0.21596527369040613,0.08564596821659799,0.04550470865214832,0.03569011183048852,0.5098145968216597,0.16684078869923485
Michigan Tech,758.3166666666667,227.11666666666667,277.06666666666666,281.48333333333335,293.43333333333334,97.16666666666667,19.733333333333334,1954.3166666666666,785.6666666666666,410.3333333333333,0.38802138855013263,0.11621282801320154,0.14177163373387117,0.14403158819365677,0.1501462574301333,0.04971899811528326,0.010097305963721335,0.4020160499407295,0.2099625615091379
Wisconsin,775.4833333333333,144.05,179.31666666666666,29.8,185.13333333333333,373.8833333333333,323.28333333333336,2010.95,353.1666666666667,882.3,0.3856303405521437,0.07163281036326115,0.08917012688861815,0.014818866704791267,0.09206262380135426,0.1859237342218023,0.1607614974680292,0.17562180395667057,0.4387478554911858
Mercyhurst,864.3833333333333,229.48333333333332,182.6,108.88333333333334,245.63333333333333,313.3333333333333,202.3,2146.616666666667,520.9666666666667,761.2666666666667,0.40267242249431273,0.10690466392850766,0.08506409310775873,0.05072323113115989,0.11442813109000986,0.14596613275153925,0.09424132549671188,0.24269198816742626,0.354635589338261
Minnesota,702.1666666666666,256.7,327.81666666666666,262.68333333333334,217.03333333333333,204.33333333333334,114.4,2085.133333333333,847.2,535.7666666666667,0.33674904882181794,0.1231096332768488,0.15721616523323848,0.12597915401093454,0.10408606963583464,0.09799533203312338,0.054864596988202195,0.40630495252102183,0.2569459986571602
Maine,705.25,146.51666666666668,74.83333333333333,73.61666666666666,185.53333333333333,315.96666666666664,262.95,1764.6666666666667,294.96666666666664,764.45,0.3996505477899509,0.08302795617680393,0.042406497922176045,0.04171703815640348,0.10513789195315451,0.17905175670570458,0.14900831129580658,0.16715149225538345,0.43319795995466565
Minnesota Duluth,900.3166666666667,187.8,341.5,188.9,219.75,183.4,185.11666666666667,2206.7833333333333,718.2,588.2666666666667,0.40797691964926325,0.08510124087095093,0.15475012650388575,0.085599703943145,0.09957932737695137,0.08310738858217466,0.08388529307362903,0.3254510713179817,0.2665720090327551
Bemidji State,706.9166666666666,241.11666666666667,243.81666666666666,167.68333333333334,384.68333333333334,210.71666666666667,239.23333333333332,2194.1666666666665,652.6166666666667,834.6333333333333,0.32218002278769464,0.10988985947588302,0.11112039498670717,0.076422331940752,0.1753209266995822,0.09603494113178883,0.1090315229775921,0.2974325864033422,0.38038739080896317
North Dakota,597.5833333333334,264.8,418.5,249.71666666666667,138.83333333333334,289.01666666666665,112.58333333333333,2071.0333333333333,933.0166666666667,540.4333333333333,0.28854356118523766,0.12785887882055658,0.202073039223576,0.12057587999549339,0.06703577924063672,0.13955191450322704,0.05436094703127264,0.45050779803962593,0.2609486407751364
Niagara,807.4666666666667,159.76666666666668,149.2,53.61666666666667,365.95,234.8,250.31666666666666,2021.1166666666666,362.5833333333333,851.0666666666667,0.399515119529633,0.07904871069623227,0.07382057773343119,0.02652823933963898,0.1810632736028763,0.11617340249202174,0.12385067660616655,0.17939752776930246,0.42108735270106457
Denver,602.1333333333333,295.8,351.8666666666667,575.6333333333333,123.5,237.5,121.46666666666667,2307.9,1223.3,482.46666666666664,0.26090096335774227,0.12816846483816458,0.1524618339904964,0.2494186634314023,0.053511850600112654,0.10290740500021665,0.052630818781865187,0.5300489622600633,0.2090500743821945
St. Lawrence,939.2833333333333,190.85,148.71666666666667,2.6666666666666665,207.8,252.9,260.3,2002.5166666666667,342.23333333333335,721.0,0.4690514436001365,0.09530507444798629,0.07426488335511149,0.001331657664106,0.10376942347546005,0.12629108371965278,0.12998643373754692,0.17090161546720378,0.3600469409326597
Colorado College,707.6,142.76666666666668,134.25,62.96666666666667,192.03333333333333,225.15,359.85,1824.6166666666666,339.98333333333335,777.0333333333333,0.3878074846771468,0.07824474547165158,0.07357709838596235,0.034509531682453846,0.10524585072663664,0.12339578176237931,0.19721950729376947,0.1863313755400678,0.42586113978278545
Alaska,964.25,84.41666666666667,134.8,201.38333333333333,130.53333333333333,210.13333333333333,201.93333333333334,1927.45,420.6,542.6,0.5002723806065008,0.0437970721246552,0.06993696334535267,0.10448174185236106,0.06772333047982222,0.10902141862737469,0.10476709296393334,0.21821577732236894,0.2815118420711302
Clarkson,914.7333333333333,174.93333333333334,187.3,294.45,221.43333333333334,177.91666666666666,90.7,2061.4666666666667,656.6833333333333,490.05,0.4437293836103745,0.0848586766703318,0.0908576418084212,0.14283519824073476,0.10741543237824203,0.08630586637345579,0.043997800918439946,0.3185515167194877,0.23771909967013777
Boston University,812.5666666666667,179.55,275.93333333333334,254.48333333333332,177.2,146.66666666666666,104.7,1951.1,709.9666666666667,428.56666666666666,0.4164659252045855,0.09202501153195633,0.14142449558368783,0.13043069721353767,0.09082056275946902,0.07517127090700972,0.05366203679975398,0.36388020432918183,0.21965387046623272
Notre Dame,837.9166666666666,307.8833333333333,340.78333333333336,323.9166666666667,171.3,157.51666666666668,62.43333333333333,2201.75,972.5833333333334,391.25,0.3805684871882215,0.13983573672457514,0.15477839597290036,0.1471178229438704,0.07780174860906097,0.07154157677604936,0.028356231785322282,0.4417319556413459,0.17769955717043262
American Int'l,746.15,263.8,334.96666666666664,266.6666666666667,219.68333333333334,149.25,96.93333333333334,2077.45,865.4333333333333,465.8666666666667,0.3591662855905076,0.12698259885917831,0.16123933989586592,0.1283624956878224,0.1057466284788242,0.0718428843052781,0.046659767182523446,0.41658443444286664,0.22424927996662575
Harvard,787.3166666666667,259.3666666666667,257.9,238.3,122.98333333333333,174.43333333333334,94.26666666666667,1934.5666666666666,755.5666666666667,391.68333333333334,0.4069731378258697,0.13406964522632114,0.13331150817581888,0.12318004031910677,0.06357151472336613,0.09016661784723538,0.04872753588228199,0.3905611937212468,0.2024656684528835
Dartmouth,682.4333333333333,206.31666666666666,95.06666666666666,38.583333333333336,215.76666666666668,362.46666666666664,139.35,1739.9833333333333,339.96666666666664,717.5833333333334,0.39220682190442435,0.1185739327005048,0.05463653866416345,0.022174541901742353,0.1240050192051648,0.20831617161083918,0.08008697401316105,0.19538501326641058,0.41240816482916504
Cornell,810.6333333333333,164.33333333333334,221.58333333333334,192.58333333333334,174.43333333333334,165.66666666666666,34.35,1763.5833333333333,578.5,374.45,0.4596512781741719,0.09318149600718234,0.12564381231394414,0.10920001890091197,0.0989084723337901,0.09393753248594244,0.01947738978405708,0.3280253272220385,0.21232339460378963
Princeton,689.8666666666667,166.58333333333334,66.73333333333333,110.85,125.96666666666667,199.16666666666666,325.96666666666664,1685.1333333333334,344.1666666666667,651.1,0.4093840250029671,0.09885469003441864,0.03960121849903074,0.06578114491434901,0.07475175060331526,0.1181904498160383,0.19343672112988092,0.20423705344779838,0.3863789215492345
Brown,759.3833333333333,94.88333333333334,129.86666666666667,35.916666666666664,87.9,262.55,359.18333333333334,1729.6833333333334,260.6666666666667,709.6333333333333,0.43903026565556313,0.0548558984785269,0.07508118056291614,0.020764879891309585,0.05081855060174791,0.15179079022171688,0.20765843458821942,0.15070195893275262,0.41026777541168424
Yale,666.6833333333333,180.53333333333333,113.6,16.216666666666665,196.01666666666668,249.1,157.53333333333333,1579.6833333333334,310.35,602.65,0.42203606207995276,0.11428450849853873,0.0719131471497452,0.010265770565830704,0.12408605100178306,0.15768983235036557,0.09972462835378398,0.19646342621411464,0.38150051170593263
