Team,Goalie,SV,GA,Minutes,Game_ID,Total_Minutes,TimeDelta,Home_Team,Away_Team
Notre Dame,Matthew Galajda,27,2,60:00,2022-02-19-Notre Dame-Michigan State,60.0,0 days 01:00:00,Michigan State,Notre Dame
Michigan State,EMPTY NET,0,0,0:26,2022-02-19-Notre Dame-Michigan State,0.43333333333333335,0 days 00:00:26,Michigan State,Notre Dame
Michigan State,Drew DeRidder,27,4,59:34,2022-02-19-Notre Dame-Michigan State,59.56666666666667,0 days 00:59:34,Michigan State,Notre Dame
Ohio State,EMPTY NET,0,1,0:36,2022-02-19-Ohio State-Michigan,0.6,0 days 00:00:36,Michigan,Ohio State
Ohio State,Jakub Dobes,33,2,59:24,2022-02-19-Ohio State-Michigan,59.4,0 days 00:59:24,Michigan,Ohio State
Michigan,Erik Portillo,30,0,59:56,2022-02-19-Ohio State-Michigan,59.93333333333333,0 days 00:59:56,Michigan,Ohio State
Northern Michigan,Charlie Glockner,34,2,60:00,2022-02-19-Northern Michigan-Bowling Green,60.0,0 days 01:00:00,Bowling Green,Northern Michigan
Bowling Green,EMPTY NET,0,1,2:09,2022-02-19-Northern Michigan-Bowling Green,2.15,0 days 00:02:09,Bowling Green,Northern Michigan
Bowling Green,Christian Stoever,16,3,57:51,2022-02-19-Northern Michigan-Bowling Green,57.85,0 days 00:57:51,Bowling Green,Northern Michigan
Lake Superior,Ethan Langenegger,23,1,60:00,2022-02-19-Lake Superior-St. Thomas,60.0,0 days 01:00:00,St. Thomas,Lake Superior
St. Thomas,EMPTY NET,0,1,0:14,2022-02-19-Lake Superior-St. Thomas,0.23333333333333334,0 days 00:00:14,St. Thomas,Lake Superior
St. Thomas,Peter Thome,2,3,4:49,2022-02-19-Lake Superior-St. Thomas,4.816666666666666,0 days 00:04:49,St. Thomas,Lake Superior
St. Thomas,Jacob Berger,17,1,54:57,2022-02-19-Lake Superior-St. Thomas,54.95,0 days 00:54:57,St. Thomas,Lake Superior
St. Lawrence,EMPTY NET,0,1,2:33,2022-02-19-St. Lawrence-Colgate,2.55,0 days 00:02:33,Colgate,St. Lawrence
St. Lawrence,Emil Zetterquist,32,3,57:27,2022-02-19-St. Lawrence-Colgate,57.45,0 days 00:57:27,Colgate,St. Lawrence
Colgate,Mitch Benson,26,1,58:52,2022-02-19-St. Lawrence-Colgate,58.86666666666667,0 days 00:58:52,Colgate,St. Lawrence
Colgate,Will Friend,1,1,1:08,2022-02-19-St. Lawrence-Colgate,1.1333333333333333,0 days 00:01:08,Colgate,St. Lawrence
Clarkson,EMPTY NET,0,2,1:54,2022-02-19-Clarkson-Cornell,1.9,0 days 00:01:54,Cornell,Clarkson
Clarkson,Ethan Haider,19,4,58:06,2022-02-19-Clarkson-Cornell,58.1,0 days 00:58:06,Cornell,Clarkson
Cornell,EMPTY NET,0,0,0:15,2022-02-19-Clarkson-Cornell,0.25,0 days 00:00:15,Cornell,Clarkson
Cornell,Nate McDonald,22,2,59:45,2022-02-19-Clarkson-Cornell,59.75,0 days 00:59:45,Cornell,Clarkson
Princeton,EMPTY NET,0,1,0:41,2022-02-19-Princeton-Dartmouth,0.6833333333333333,0 days 00:00:41,Dartmouth,Princeton
Princeton,Aidan Porter,23,1,59:19,2022-02-19-Princeton-Dartmouth,59.31666666666667,0 days 00:59:19,Dartmouth,Princeton
Dartmouth,Clay Stevenson,25,0,59:58,2022-02-19-Princeton-Dartmouth,59.96666666666667,0 days 00:59:58,Dartmouth,Princeton
Quinnipiac,EMPTY NET,0,0,3:00,2022-02-19-Quinnipiac-Harvard,3.0,0 days 00:03:00,Harvard,Quinnipiac
Quinnipiac,Yaniv Perets,26,1,57:00,2022-02-19-Quinnipiac-Harvard,57.0,0 days 00:57:00,Harvard,Quinnipiac
Harvard,Mitchell Gibson,39,0,60:00,2022-02-19-Quinnipiac-Harvard,60.0,0 days 01:00:00,Harvard,Quinnipiac
Rensselaer,EMPTY NET,0,1,2:17,2022-02-19-Rensselaer-Yale,2.283333333333333,0 days 00:02:17,Yale,Rensselaer
Rensselaer,Linden Marshall,5,0,14:40,2022-02-19-Rensselaer-Yale,14.666666666666666,0 days 00:14:40,Yale,Rensselaer
Rensselaer,Jack Watson,25,4,43:03,2022-02-19-Rensselaer-Yale,43.05,0 days 00:43:03,Yale,Rensselaer
Yale,Nathan Reid,24,2,60:00,2022-02-19-Rensselaer-Yale,60.0,0 days 01:00:00,Yale,Rensselaer
Northeastern,TJ Semptimphelter,23,1,60:00,2022-02-19-Northeastern-Boston College,60.0,0 days 01:00:00,Boston College,Northeastern
Boston College,EMPTY NET,0,0,4:12,2022-02-19-Northeastern-Boston College,4.2,0 days 00:04:12,Boston College,Northeastern
Boston College,Eric Dop,17,4,55:48,2022-02-19-Northeastern-Boston College,55.8,0 days 00:55:48,Boston College,Northeastern
Mass. Lowell,EMPTY NET,0,0,2:08,2022-02-19-Mass. Lowell-Providence,2.1333333333333333,0 days 00:02:08,Providence,Mass. Lowell
Mass. Lowell,Owen Savory,28,3,57:52,2022-02-19-Mass. Lowell-Providence,57.86666666666667,0 days 00:57:52,Providence,Mass. Lowell
Providence,Jaxson Stauber,33,2,59:59,2022-02-19-Mass. Lowell-Providence,59.983333333333334,0 days 00:59:59,Providence,Mass. Lowell
Vermont,EMPTY NET,0,0,0:27,2022-02-19-Vermont-Merrimack,0.45,0 days 00:00:27,Merrimack,Vermont
Vermont,Gabe Carriere,28,3,62:16,2022-02-19-Vermont-Merrimack,62.266666666666666,0 days 01:02:16,Merrimack,Vermont
Merrimack,Zachary Borgiel,27,2,62:43,2022-02-19-Vermont-Merrimack,62.71666666666667,0 days 01:02:43,Merrimack,Vermont
Connecticut,Darion Hanson,35,2,60:00,2022-02-19-Connecticut-Massachusetts,60.0,0 days 01:00:00,Massachusetts,Connecticut
Massachusetts,EMPTY NET,0,0,0:13,2022-02-19-Connecticut-Massachusetts,0.21666666666666667,0 days 00:00:13,Massachusetts,Connecticut
Massachusetts,Matt Murray,13,4,59:47,2022-02-19-Connecticut-Massachusetts,59.78333333333333,0 days 00:59:47,Massachusetts,Connecticut
Denver,EMPTY NET,0,1,0:44,2022-02-19-Denver-Western Michigan,0.7333333333333333,0 days 00:00:44,Western Michigan,Denver
Denver,Magnus Chrona,15,5,30:47,2022-02-19-Denver-Western Michigan,30.783333333333335,0 days 00:30:47,Western Michigan,Denver
Denver,Matt Davis,13,0,28:29,2022-02-19-Denver-Western Michigan,28.483333333333334,0 days 00:28:29,Western Michigan,Denver
Western Michigan,Brandon Bussi,42,4,59:52,2022-02-19-Denver-Western Michigan,59.86666666666667,0 days 00:59:52,Western Michigan,Denver
St. Cloud State,EMPTY NET,0,1,2:47,2022-02-19-St. Cloud State-Omaha,2.783333333333333,0 days 00:02:47,Omaha,St. Cloud State
St. Cloud State,David Hrenak,2,2,7:06,2022-02-19-St. Cloud State-Omaha,7.1,0 days 00:07:06,Omaha,St. Cloud State
St. Cloud State,Jaxon Castor,23,2,50:07,2022-02-19-St. Cloud State-Omaha,50.11666666666667,0 days 00:50:07,Omaha,St. Cloud State
Omaha,Isaiah Saville,28,1,60:00,2022-02-19-St. Cloud State-Omaha,60.0,0 days 01:00:00,Omaha,St. Cloud State
North Dakota,Zach Driscoll,33,2,60:00,2022-02-19-North Dakota-Minnesota Duluth,60.0,0 days 01:00:00,Minnesota Duluth,North Dakota
Minnesota Duluth,EMPTY NET,0,0,0:56,2022-02-19-North Dakota-Minnesota Duluth,0.9333333333333333,0 days 00:00:56,Minnesota Duluth,North Dakota
Minnesota Duluth,Zach Stejskal,26,3,59:04,2022-02-19-North Dakota-Minnesota Duluth,59.06666666666667,0 days 00:59:04,Minnesota Duluth,North Dakota
Army,EMPTY NET,0,1,1:04,2022-02-25-Army-Sacred Heart,1.0666666666666667,0 days 00:01:04,Sacred Heart,Army
Army,Gavin Abric,40,4,58:56,2022-02-25-Army-Sacred Heart,58.93333333333333,0 days 00:58:56,Sacred Heart,Army
Sacred Heart,Josh Benson,26,2,60:00,2022-02-25-Army-Sacred Heart,60.0,0 days 01:00:00,Sacred Heart,Army
Mercyhurst,Kyle McClellan,32,0,60:00,2022-02-25-Mercyhurst-Canisius,60.0,0 days 01:00:00,Canisius,Mercyhurst
Canisius,EMPTY NET,0,1,1:48,2022-02-25-Mercyhurst-Canisius,1.8,0 days 00:01:48,Canisius,Mercyhurst
Canisius,Jake Barczewski,27,2,58:12,2022-02-25-Mercyhurst-Canisius,58.2,0 days 00:58:12,Canisius,Mercyhurst
RIT,EMPTY NET,0,0,0:14,2022-02-25-RIT-Air Force,0.23333333333333334,0 days 00:00:14,Air Force,RIT
RIT,Tommy Scarfone,20,2,60:24,2022-02-25-RIT-Air Force,60.4,0 days 01:00:24,Air Force,RIT
Air Force,Alex Schilling,19,3,60:38,2022-02-25-RIT-Air Force,60.63333333333333,0 days 01:00:38,Air Force,RIT
Bowling Green,EMPTY NET,0,1,4:23,2022-02-25-Bowling Green-Lake Superior,4.383333333333334,0 days 00:04:23,Lake Superior,Bowling Green
Bowling Green,Christian Stoever,17,4,55:37,2022-02-25-Bowling Green-Lake Superior,55.61666666666667,0 days 00:55:37,Lake Superior,Bowling Green
Lake Superior,EMPTY NET,0,0,0:11,2022-02-25-Bowling Green-Lake Superior,0.18333333333333332,0 days 00:00:11,Lake Superior,Bowling Green
Lake Superior,Seth Eisele,25,1,59:49,2022-02-25-Bowling Green-Lake Superior,59.81666666666667,0 days 00:59:49,Lake Superior,Bowling Green
Minnesota State,Dryden McKay,21,1,61:18,2022-02-25-Minnesota State-Michigan Tech,61.3,0 days 01:01:18,Michigan Tech,Minnesota State
Michigan Tech,EMPTY NET,0,0,0:21,2022-02-25-Minnesota State-Michigan Tech,0.35,0 days 00:00:21,Michigan Tech,Minnesota State
Michigan Tech,Blake Pietila,29,2,60:57,2022-02-25-Minnesota State-Michigan Tech,60.95,0 days 01:00:57,Michigan Tech,Minnesota State
St. Thomas,EMPTY NET,0,1,0:49,2022-02-25-St. Thomas-Bemidji State,0.8166666666666667,0 days 00:00:49,Bemidji State,St. Thomas
St. Thomas,Peter Thome,39,4,59:11,2022-02-25-St. Thomas-Bemidji State,59.18333333333333,0 days 00:59:11,Bemidji State,St. Thomas
Bemidji State,Mattias Sholl,19,3,60:00,2022-02-25-St. Thomas-Bemidji State,60.0,0 days 01:00:00,Bemidji State,St. Thomas
Dartmouth,EMPTY NET,0,2,1:27,2022-02-25-Dartmouth-Rensselaer,1.45,0 days 00:01:27,Rensselaer,Dartmouth
Dartmouth,Clay Stevenson,32,4,58:33,2022-02-25-Dartmouth-Rensselaer,58.55,0 days 00:58:33,Rensselaer,Dartmouth
Rensselaer,Linden Marshall,5,0,35:49,2022-02-25-Dartmouth-Rensselaer,35.81666666666667,0 days 00:35:49,Rensselaer,Dartmouth
Rensselaer,Jack Watson,4,3,24:11,2022-02-25-Dartmouth-Rensselaer,24.183333333333334,0 days 00:24:11,Rensselaer,Dartmouth
Brown,Mathieu Caron,34,1,65:00,2022-02-25-Brown-St. Lawrence,65.0,0 days 01:05:00,St. Lawrence,Brown
St. Lawrence,EMPTY NET,0,0,1:07,2022-02-25-Brown-St. Lawrence,1.1166666666666667,0 days 00:01:07,St. Lawrence,Brown
St. Lawrence,Emil Zetterquist,26,1,63:53,2022-02-25-Brown-St. Lawrence,63.88333333333333,0 days 01:03:53,St. Lawrence,Brown
Harvard,EMPTY NET,0,1,1:07,2022-02-25-Harvard-Union,1.1166666666666667,0 days 00:01:07,Union,Harvard
Harvard,Mitchell Gibson,21,4,58:53,2022-02-25-Harvard-Union,58.88333333333333,0 days 00:58:53,Union,Harvard
Union,Connor Murphy,37,3,60:00,2022-02-25-Harvard-Union,60.0,0 days 01:00:00,Union,Harvard
Yale,Luke Pearson,35,2,63:57,2022-02-25-Yale-Clarkson,63.95,0 days 01:03:57,Clarkson,Yale
Clarkson,EMPTY NET,0,0,0:53,2022-02-25-Yale-Clarkson,0.8833333333333333,0 days 00:00:53,Clarkson,Yale
Clarkson,Ethan Haider,17,3,63:04,2022-02-25-Yale-Clarkson,63.06666666666667,0 days 01:03:04,Clarkson,Yale
Colgate,Mitch Benson,35,3,60:00,2022-02-25-Colgate-Princeton,60.0,0 days 01:00:00,Princeton,Colgate
Princeton,EMPTY NET,0,0,2:06,2022-02-25-Colgate-Princeton,2.1,0 days 00:02:06,Princeton,Colgate
Princeton,Aidan Porter,30,4,57:54,2022-02-25-Colgate-Princeton,57.9,0 days 00:57:54,Princeton,Colgate
Cornell,Ian Shane,42,0,59:58,2022-02-25-Cornell-Quinnipiac,59.96666666666667,0 days 00:59:58,Quinnipiac,Cornell
Quinnipiac,EMPTY NET,0,0,4:29,2022-02-25-Cornell-Quinnipiac,4.483333333333333,0 days 00:04:29,Quinnipiac,Cornell
Quinnipiac,Yaniv Perets,17,1,55:31,2022-02-25-Cornell-Quinnipiac,55.516666666666666,0 days 00:55:31,Quinnipiac,Cornell
Connecticut,EMPTY NET,0,1,2:11,2022-02-25-Connecticut-Northeastern,2.183333333333333,0 days 00:02:11,Northeastern,Connecticut
Connecticut,Darion Hanson,29,2,57:49,2022-02-25-Connecticut-Northeastern,57.81666666666667,0 days 00:57:49,Northeastern,Connecticut
Northeastern,Devon Levi,60,1,60:00,2022-02-25-Connecticut-Northeastern,60.0,0 days 01:00:00,Northeastern,Connecticut
Maine,EMPTY NET,0,0,0:23,2022-02-25-Maine-Providence,0.38333333333333336,0 days 00:00:23,Providence,Maine
Maine,Victor Ostman,39,4,59:37,2022-02-25-Maine-Providence,59.61666666666667,0 days 00:59:37,Providence,Maine
Providence,EMPTY NET,0,0,0:42,2022-02-25-Maine-Providence,0.7,0 days 00:00:42,Providence,Maine
Providence,Jaxson Stauber,11,2,59:18,2022-02-25-Maine-Providence,59.3,0 days 00:59:18,Providence,Maine
Massachusetts,Matt Murray,15,1,53:16,2022-02-25-Massachusetts-Vermont,53.266666666666666,0 days 00:53:16,Vermont,Massachusetts
Massachusetts,Luke Pavicich,3,0,6:37,2022-02-25-Massachusetts-Vermont,6.616666666666667,0 days 00:06:37,Vermont,Massachusetts
Vermont,EMPTY NET,0,0,0:16,2022-02-25-Massachusetts-Vermont,0.26666666666666666,0 days 00:00:16,Vermont,Massachusetts
Vermont,Gabe Carriere,12,4,27:48,2022-02-25-Massachusetts-Vermont,27.8,0 days 00:27:48,Vermont,Massachusetts
Vermont,Cole Hudson,8,1,31:56,2022-02-25-Massachusetts-Vermont,31.933333333333334,0 days 00:31:56,Vermont,Massachusetts
Penn State,Liam Souliere,27,3,60:00,2022-02-25-Penn State-Michigan State,60.0,0 days 01:00:00,Michigan State,Penn State
Michigan State,EMPTY NET,0,1,0:44,2022-02-25-Penn State-Michigan State,0.7333333333333333,0 days 00:00:44,Michigan State,Penn State
Michigan State,Pierce Charleson,36,4,59:16,2022-02-25-Penn State-Michigan State,59.266666666666666,0 days 00:59:16,Michigan State,Penn State
Michigan,EMPTY NET,0,1,1:48,2022-02-25-Michigan-Notre Dame,1.8,0 days 00:01:48,Notre Dame,Michigan
Michigan,Erik Portillo,24,3,58:12,2022-02-25-Michigan-Notre Dame,58.2,0 days 00:58:12,Notre Dame,Michigan
Notre Dame,Matthew Galajda,28,1,60:00,2022-02-25-Michigan-Notre Dame,60.0,0 days 01:00:00,Notre Dame,Michigan
Minnesota Duluth,EMPTY NET,0,0,0:35,2022-02-25-Minnesota Duluth-Miami,0.5833333333333334,0 days 00:00:35,Miami,Minnesota Duluth
Minnesota Duluth,Ryan Fanti,20,1,59:25,2022-02-25-Minnesota Duluth-Miami,59.416666666666664,0 days 00:59:25,Miami,Minnesota Duluth
Miami,EMPTY NET,0,0,2:55,2022-02-25-Minnesota Duluth-Miami,2.9166666666666665,0 days 00:02:55,Miami,Minnesota Duluth
Miami,Ludvig Persson,49,3,57:05,2022-02-25-Minnesota Duluth-Miami,57.083333333333336,0 days 00:57:05,Miami,Minnesota Duluth
Denver,EMPTY NET,0,1,3:09,2022-02-25-Denver-Omaha,3.15,0 days 00:03:09,Omaha,Denver
Denver,Magnus Chrona,22,4,56:51,2022-02-25-Denver-Omaha,56.85,0 days 00:56:51,Omaha,Denver
Omaha,EMPTY NET,0,0,0:20,2022-02-25-Denver-Omaha,0.3333333333333333,0 days 00:00:20,Omaha,Denver
Omaha,Isaiah Saville,31,1,59:40,2022-02-25-Denver-Omaha,59.666666666666664,0 days 00:59:40,Omaha,Denver
Western Michigan,EMPTY NET,0,0,0:58,2022-02-25-Western Michigan-North Dakota,0.9666666666666667,0 days 00:00:58,North Dakota,Western Michigan
Western Michigan,Brandon Bussi,17,2,59:02,2022-02-25-Western Michigan-North Dakota,59.03333333333333,0 days 00:59:02,North Dakota,Western Michigan
North Dakota,Zach Driscoll,34,1,60:00,2022-02-25-Western Michigan-North Dakota,60.0,0 days 01:00:00,North Dakota,Western Michigan
Colorado College,EMPTY NET,0,0,0:18,2022-02-25-Colorado College-St. Cloud State,0.3,0 days 00:00:18,St. Cloud State,Colorado College
Colorado College,Matt Vernon,28,4,59:42,2022-02-25-Colorado College-St. Cloud State,59.7,0 days 00:59:42,St. Cloud State,Colorado College
St. Cloud State,EMPTY NET,0,0,0:12,2022-02-25-Colorado College-St. Cloud State,0.2,0 days 00:00:12,St. Cloud State,Colorado College
St. Cloud State,David Hrenak,21,1,59:48,2022-02-25-Colorado College-St. Cloud State,59.8,0 days 00:59:48,St. Cloud State,Colorado College
Sacred Heart,EMPTY NET,0,0,1:50,2022-02-26-Sacred Heart-Army,1.8333333333333335,0 days 00:01:50,Army,Sacred Heart
Sacred Heart,Josh Benson,26,3,51:17,2022-02-26-Sacred Heart-Army,51.28333333333333,0 days 00:51:17,Army,Sacred Heart
Sacred Heart,Justin Robbins,10,3,11:53,2022-02-26-Sacred Heart-Army,11.883333333333333,0 days 00:11:53,Army,Sacred Heart
Army,Gavin Abric,39,6,65:00,2022-02-26-Sacred Heart-Army,65.0,0 days 01:05:00,Army,Sacred Heart
Bentley,EMPTY NET,0,0,1:56,2022-02-26-Bentley-Holy Cross,1.9333333333333333,0 days 00:01:56,Holy Cross,Bentley
Bentley,Evan DeBrouwer,24,2,58:04,2022-02-26-Bentley-Holy Cross,58.06666666666667,0 days 00:58:04,Holy Cross,Bentley
Holy Cross,EMPTY NET,0,0,0:15,2022-02-26-Bentley-Holy Cross,0.25,0 days 00:00:15,Holy Cross,Bentley
Holy Cross,Erik Gordon,21,1,59:45,2022-02-26-Bentley-Holy Cross,59.75,0 days 00:59:45,Holy Cross,Bentley
Penn State,EMPTY NET,0,0,1:36,2022-02-26-Penn State-Michigan State,1.6,0 days 00:01:36,Michigan State,Penn State
Penn State,Liam Souliere,24,2,58:24,2022-02-26-Penn State-Michigan State,58.4,0 days 00:58:24,Michigan State,Penn State
Michigan State,Drew DeRidder,38,1,60:00,2022-02-26-Penn State-Michigan State,60.0,0 days 01:00:00,Michigan State,Penn State
Michigan,EMPTY NET,0,0,1:29,2022-02-26-Michigan-Notre Dame,1.4833333333333334,0 days 00:01:29,Notre Dame,Michigan
Michigan,Erik Portillo,26,2,58:31,2022-02-26-Michigan-Notre Dame,58.516666666666666,0 days 00:58:31,Notre Dame,Michigan
Notre Dame,Matthew Galajda,31,1,60:00,2022-02-26-Michigan-Notre Dame,60.0,0 days 01:00:00,Notre Dame,Michigan
Northeastern,Devon Levi,40,2,60:00,2022-02-26-Northeastern-Connecticut,60.0,0 days 01:00:00,Connecticut,Northeastern
Connecticut,EMPTY NET,0,1,4:43,2022-02-26-Northeastern-Connecticut,4.716666666666667,0 days 00:04:43,Connecticut,Northeastern
Connecticut,Darion Hanson,22,4,55:17,2022-02-26-Northeastern-Connecticut,55.28333333333333,0 days 00:55:17,Connecticut,Northeastern
Maine,Matthew Thiessen,32,3,62:41,2022-02-26-Maine-Providence,62.68333333333333,0 days 01:02:41,Providence,Maine
Providence,EMPTY NET,0,0,0:15,2022-02-26-Maine-Providence,0.25,0 days 00:00:15,Providence,Maine
Providence,Jaxson Stauber,15,2,62:26,2022-02-26-Maine-Providence,62.43333333333333,0 days 01:02:26,Providence,Maine
Boston College,EMPTY NET,0,0,3:21,2022-02-26-Boston College-Boston University,3.35,0 days 00:03:21,Boston University,Boston College
Boston College,Eric Dop,36,6,56:39,2022-02-26-Boston College-Boston University,56.65,0 days 00:56:39,Boston University,Boston College
Boston University,Vinny Duplessis,28,3,60:00,2022-02-26-Boston College-Boston University,60.0,0 days 01:00:00,Boston University,Boston College
Merrimack,Zachary Borgiel,25,3,59:54,2022-02-26-Merrimack-New Hampshire,59.9,0 days 00:59:54,New Hampshire,Merrimack
New Hampshire,EMPTY NET,0,0,2:54,2022-02-26-Merrimack-New Hampshire,2.9,0 days 00:02:54,New Hampshire,Merrimack
New Hampshire,Mike Robinson,23,4,57:06,2022-02-26-Merrimack-New Hampshire,57.1,0 days 00:57:06,New Hampshire,Merrimack
Minnesota Duluth,EMPTY NET,0,1,2:13,2022-02-26-Minnesota Duluth-Miami,2.216666666666667,0 days 00:02:13,Miami,Minnesota Duluth
Minnesota Duluth,Ryan Fanti,16,3,57:47,2022-02-26-Minnesota Duluth-Miami,57.78333333333333,0 days 00:57:47,Miami,Minnesota Duluth
Miami,Ludvig Persson,44,0,60:00,2022-02-26-Minnesota Duluth-Miami,60.0,0 days 01:00:00,Miami,Minnesota Duluth
Colorado College,EMPTY NET,0,1,1:46,2022-02-26-Colorado College-St. Cloud State,1.7666666666666666,0 days 00:01:46,St. Cloud State,Colorado College
Colorado College,Matt Vernon,21,5,58:14,2022-02-26-Colorado College-St. Cloud State,58.233333333333334,0 days 00:58:14,St. Cloud State,Colorado College
St. Cloud State,David Hrenak,18,2,60:00,2022-02-26-Colorado College-St. Cloud State,60.0,0 days 01:00:00,St. Cloud State,Colorado College
Western Michigan,Brandon Bussi,22,5,59:55,2022-02-26-Western Michigan-North Dakota,59.916666666666664,0 days 00:59:55,North Dakota,Western Michigan
North Dakota,EMPTY NET,0,0,0:17,2022-02-26-Western Michigan-North Dakota,0.2833333333333333,0 days 00:00:17,North Dakota,Western Michigan
North Dakota,Zach Driscoll,21,2,59:43,2022-02-26-Western Michigan-North Dakota,59.71666666666667,0 days 00:59:43,North Dakota,Western Michigan
Denver,EMPTY NET,0,0,0:28,2022-02-26-Denver-Omaha,0.4666666666666667,0 days 00:00:28,Omaha,Denver
Denver,Matt Davis,20,2,59:32,2022-02-26-Denver-Omaha,59.53333333333333,0 days 00:59:32,Omaha,Denver
Omaha,Austin Roden,28,4,59:51,2022-02-26-Denver-Omaha,59.85,0 days 00:59:51,Omaha,Denver
Bowling Green,EMPTY NET,0,0,2:37,2022-02-26-Bowling Green-Lake Superior,2.6166666666666667,0 days 00:02:37,Lake Superior,Bowling Green
Bowling Green,Christian Stoever,12,3,57:23,2022-02-26-Bowling Green-Lake Superior,57.38333333333333,0 days 00:57:23,Lake Superior,Bowling Green
Lake Superior,EMPTY NET,0,0,0:11,2022-02-26-Bowling Green-Lake Superior,0.18333333333333332,0 days 00:00:11,Lake Superior,Bowling Green
Lake Superior,Ethan Langenegger,22,1,59:49,2022-02-26-Bowling Green-Lake Superior,59.81666666666667,0 days 00:59:49,Lake Superior,Bowling Green
Minnesota State,Dryden McKay,25,1,60:00,2022-02-26-Minnesota State-Michigan Tech,60.0,0 days 01:00:00,Michigan Tech,Minnesota State
Michigan Tech,EMPTY NET,0,0,2:01,2022-02-26-Minnesota State-Michigan Tech,2.0166666666666666,0 days 00:02:01,Michigan Tech,Minnesota State
Michigan Tech,Blake Pietila,19,2,57:59,2022-02-26-Minnesota State-Michigan Tech,57.983333333333334,0 days 00:57:59,Michigan Tech,Minnesota State
Ferris State,Logan Stein,38,2,60:00,2022-02-26-Ferris State-Northern Michigan,60.0,0 days 01:00:00,Northern Michigan,Ferris State
Northern Michigan,EMPTY NET,0,1,2:24,2022-02-26-Ferris State-Northern Michigan,2.4,0 days 00:02:24,Northern Michigan,Ferris State
Northern Michigan,Nolan Kent,0,0,0:09,2022-02-26-Ferris State-Northern Michigan,0.15,0 days 00:00:09,Northern Michigan,Ferris State
Northern Michigan,Charlie Glockner,23,3,57:27,2022-02-26-Ferris State-Northern Michigan,57.45,0 days 00:57:27,Northern Michigan,Ferris State
St. Thomas,Peter Thome,41,4,60:26,2022-02-26-St. Thomas-Bemidji State,60.43333333333333,0 days 01:00:26,Bemidji State,St. Thomas
Bemidji State,EMPTY NET,0,0,0:18,2022-02-26-St. Thomas-Bemidji State,0.3,0 days 00:00:18,Bemidji State,St. Thomas
Bemidji State,Mattias Sholl,20,3,60:08,2022-02-26-St. Thomas-Bemidji State,60.13333333333333,0 days 01:00:08,Bemidji State,St. Thomas
Brown,Mathieu Caron,26,4,60:00,2022-02-26-Brown-Clarkson,60.0,0 days 01:00:00,Clarkson,Brown
Clarkson,EMPTY NET,0,0,0:17,2022-02-26-Brown-Clarkson,0.2833333333333333,0 days 00:00:17,Clarkson,Brown
Clarkson,Jacob Mucitelli,21,0,59:43,2022-02-26-Brown-Clarkson,59.71666666666667,0 days 00:59:43,Clarkson,Brown
Cornell,Ian Shane,23,0,60:00,2022-02-26-Cornell-Princeton,60.0,0 days 01:00:00,Princeton,Cornell
Princeton,EMPTY NET,0,1,1:03,2022-02-26-Cornell-Princeton,1.05,0 days 00:01:03,Princeton,Cornell
Princeton,Jeremie Forget,30,3,58:57,2022-02-26-Cornell-Princeton,58.95,0 days 00:58:57,Princeton,Cornell
Dartmouth,EMPTY NET,0,1,2:30,2022-02-26-Dartmouth-Union,2.5,0 days 00:02:30,Union,Dartmouth
Dartmouth,Clay Stevenson,36,2,61:15,2022-02-26-Dartmouth-Union,61.25,0 days 01:01:15,Union,Dartmouth
Union,Connor Murphy,24,2,63:45,2022-02-26-Dartmouth-Union,63.75,0 days 01:03:45,Union,Dartmouth
Arizona State,Ben Kraws,22,1,65:00,2022-02-26-Arizona State-Alaska,65.0,0 days 01:05:00,Alaska,Arizona State
Alaska,EMPTY NET,0,0,0:11,2022-02-26-Arizona State-Alaska,0.18333333333333332,0 days 00:00:11,Alaska,Arizona State
Alaska,Gustavs Davis Grigals,34,1,64:49,2022-02-26-Arizona State-Alaska,64.81666666666666,0 days 01:04:49,Alaska,Arizona State
Harvard,Derek Schaedig,1,0,2:32,2022-02-27-Harvard-Princeton,2.533333333333333,0 days 00:02:32,Princeton,Harvard
Harvard,Mitchell Gibson,28,0,57:23,2022-02-27-Harvard-Princeton,57.38333333333333,0 days 00:57:23,Princeton,Harvard
Princeton,EMPTY NET,0,1,2:02,2022-02-27-Harvard-Princeton,2.033333333333333,0 days 00:02:02,Princeton,Harvard
Princeton,Aidan Porter,30,2,57:58,2022-02-27-Harvard-Princeton,57.96666666666667,0 days 00:57:58,Princeton,Harvard
Boston University,EMPTY NET,0,1,1:02,2022-02-27-Boston University-Boston College,1.0333333333333334,0 days 00:01:02,Boston College,Boston University
Boston University,Drew Commesso,21,2,58:58,2022-02-27-Boston University-Boston College,58.96666666666667,0 days 00:58:58,Boston College,Boston University
Boston College,Eric Dop,42,1,59:57,2022-02-27-Boston University-Boston College,59.95,0 days 00:59:57,Boston College,Boston University
Northeastern,EMPTY NET,0,0,2:03,2022-03-01-Northeastern-Vermont,2.05,0 days 00:02:03,Vermont,Northeastern
Northeastern,Devon Levi,26,1,57:57,2022-03-01-Northeastern-Vermont,57.95,0 days 00:57:57,Vermont,Northeastern
Vermont,Tyler Harmon,22,0,60:00,2022-03-01-Northeastern-Vermont,60.0,0 days 01:00:00,Vermont,Northeastern
Northern Michigan,Charlie Glockner,17,1,60:00,2022-03-04-Northern Michigan-Lake Superior,60.0,0 days 01:00:00,Lake Superior,Northern Michigan
