Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Yale,George Ward,0,Defensemen,,-,0,11/6/1878,"Bristol, Conn.",0,,,,,,1903
Yale,Karl Behr,0,Forwards,,-,0,,,0,,,,,,1903
Harvard,Trowbridge Callaway,0,Defensemen,,-,0,12/3/1882,"Chicago, Ill.",0,,,,,,1903
Harvard,Proctor Carr,0,Defensemen,,5-1,152,,"Andover, N.H.",61,,,,,,1903
Harvard,William Clothier,0,Defensemen,,-,0,9/27/1881,"Sharon Hill, Pa.",0,,,,,,1903
Harvard,Daniel Newhall,0,Defensemen,So,-,0,12/3/1884,"Philadelphia, Pa.",0,,,,,,1903
Harvard,Richard Townsend,0,Forwards,Fr,-,0,7/27/1885,"Roxbury, Mass.",0,,,,,,1903
Harvard,Enos Wider,0,Forwards,,-,0,,,0,,,,,,1903
Harvard,Malcolm Ivy,0,Goaltenders,,-,0,,,0,,,,,,1903
Brown,Frederick Lane,0,Forwards,,-,0,,,0,,,,,,1903
Brown,Horatio Otis,0,Forwards,Sr,-,0,11/29/1883,"Providence, R.I.",0,,,,,,1903
Brown,Prescott Hill,0,Goaltenders,,-,0,,,0,,,,,,1903
Cornell,Carleton Dederer,0,Defensemen,,-,0,10/1/1880,"New Jersey, N.J.",0,,,,,,1903
Cornell,Albert Ellis,0,Defensemen,Sr,-,0,4/17/1881,,0,,,,,,1903
Cornell,Erwin Armstrong,0,Forwards,Sr,-,0,8/16/1883,,0,,,,,,1903
Cornell,James Braman,0,Forwards,,-,0,0/0/1882,"Watervliet, N.Y.",0,,,,,,1903
Cornell,Edward Foote,0,Forwards,,-,0,7/3/1884,"Greenwich, Conn.",0,,,,,,1903
Cornell,Sylvester Preston,0,Forwards,,-,0,10/25/1883,,0,,,,,,1903
Cornell,Robert Lockerby,0,Goaltenders,,-,0,,,0,,,,,,1903
