Date,Conference,Game_Notes,Away_Team,Away_Team_Link,Away_Score,Home_Team,Home_Team_Link,Home_Score,OT,Box_Link,Metrics_Link,Day,Game_ID
2023-10-20,Atlantic Hockey,,Sacred Heart,/reports/team/Sacred-Heart/51,2,RIT,/reports/team/RIT/49,4,,/box/final/20231020/sac/rit/,/box/metrics.php?gd=97214,Friday,2023-10-20_RIT_Sacred Heart
2023-10-20,Non-Conference,,Clarkson,/reports/team/Clarkson/14,1,Merrimack,/reports/team/Merrimack/29,4,,/box/final/20231020/clk/mer/,/box/metrics.php?gd=96469,Friday,2023-10-20_Merrimack_Clarkson
2023-10-20,Non-Conference,,American Int'l,/reports/team/American-Intl/5,2,Penn State,/reports/team/Penn-State/60,3,,/box/final/20231020/aic/psu/,/box/metrics.php?gd=97215,Friday,2023-10-20_Penn State_American Int'l
2023-10-20,Non-Conference,,Mass.-Lowell,/reports/team/Mass-Lowell/26,4,Colgate,/reports/team/Colgate/15,2,,/box/final/20231020/uml/clg/,/box/metrics.php?gd=96468,Friday,2023-10-20_Colgate_Mass.-Lowell
2023-10-20,Non-Conference,,Connecticut,/reports/team/Connecticut/17,1,Union,/reports/team/Union/54,4,,/box/final/20231020/con/uni/,/box/metrics.php?gd=96466,Friday,2023-10-20_Union_Connecticut
2023-10-20,Non-Conference,,Canisius,/reports/team/Canisius/13,3,Michigan State,/reports/team/Michigan-State/32,4,,/box/final/20231020/cns/msu/,/box/metrics.php?gd=97212,Friday,2023-10-20_Michigan State_Canisius
2023-10-20,Non-Conference,,Boston University,/reports/team/Boston-University/10,1,Notre Dame,/reports/team/Notre-Dame/43,4,,/box/final/20231020/bu_/ndm/,/box/metrics.php?gd=96465,Friday,2023-10-20_Notre Dame_Boston University
2023-10-20,Non-Conference,,Rensselaer,/reports/team/Rensselaer/48,1,Boston College,/reports/team/Boston-College/9,6,,/box/final/20231020/ren/bc_/,/box/metrics.php?gd=96464,Friday,2023-10-20_Boston College_Rensselaer
2023-10-20,Non-Conference,,Wisconsin,/reports/team/Wisconsin/58,4,Michigan Tech,/reports/team/Michigan-Tech/33,2,,/box/final/20231020/wis/mtu/,/box/metrics.php?gd=97067,Friday,2023-10-20_Michigan Tech_Wisconsin
2023-10-20,Non-Conference,,Denver,/reports/team/Denver/20,3,Providence,/reports/team/Providence/46,4,,/box/final/20231020/den/prv/,/box/metrics.php?gd=96471,Friday,2023-10-20_Providence_Denver
2023-10-20,Non-Conference,,Quinnipiac,/reports/team/Quinnipiac/47,5,New Hampshire,/reports/team/New-Hampshire/38,2,,/box/final/20231020/qui/unh/,/box/metrics.php?gd=96470,Friday,2023-10-20_New Hampshire_Quinnipiac
2023-10-20,Non-Conference,,Stonehill,/reports/team/Stonehill/422,0,Bentley,/reports/team/Bentley/8,2,,/box/final/20231020/stn/ben/,/box/metrics.php?gd=97217,Friday,2023-10-20_Bentley_Stonehill
2023-10-20,Non-Conference,,Western Michigan,/reports/team/Western-Michigan/57,5,Bowling Green,/reports/team/Bowling-Green/11,2,,/box/final/20231020/wmu/bgs/,/box/metrics.php?gd=96712,Friday,2023-10-20_Bowling Green_Western Michigan
